test_index,true_equation,true_skeleton,predicted_equation,predicted_tree,predicted_y,rel_err,dsr_time
59,1.1077964316084077*x1+1.5597506933362149,C*x1+C,"         ⎛             ⎛      x₁⎞     ⎞
         ⎜        - x₁⋅⎝x₁ + ℯ  ⎠ + x₁⎟
         ⎜    x₁⋅ℯ                    ⎟
      sin⎝x₁⋅ℯ                        ⎠
x₁ + ℯ                                 ","add,exp,sub,add,sin,sub,add,div,mul,x1,mul,exp,div,x1,exp,sub,mul,add,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-2.10032547  4.73570066 -1.80123559  4.14278656  4.36059915 -2.13843372
 -1.95802708 -1.81504529 -1.80122074  4.56746108  4.14475815  5.1595729
 -1.80738801 -1.83806006 -2.13175355  4.54811372 -1.83621183 -2.05055699
  4.16917292  4.55692451  4.28292129 -1.80063862 -1.80103436  4.64904589
  4.90368798  4.92795617  4.57053164 -2.01828725 -2.17398563  4.92556875
  4.14369684  4.2250448  -2.12549083 -2.13864997  4.14709032  4.16408107
  4.68192883 -1.9659859  -1.82176142  5.21527748 -2.13719528 -2.1396424
  5.0340762  -1.82053487 -1.81720401 -1.82658938 -1.82465612 -2.08288604
  4.41240951  4.20466772 -1.80032165 -1.93239171 -1.80356288  4.1416212
 -2.32512704  4.15384962 -2.11607583  4.50537876 -2.14126031 -1.80099629
  4.17994584  4.14163269 -2.12592653  5.14778    -1.81164583  4.69040047
 -2.04380387  4.5012471   4.5435207   5.21609157 -1.8659453  -2.11943352
  4.14225708  4.23600115 -1.92058587 -1.8003136   4.57568158  4.50471301
 -2.09057742 -2.13801951  5.37278392 -1.94069634  4.4604209  -1.95574253
 -2.0118339  -2.13654549  4.1419391  -1.93837994 -2.07042392 -1.96146765
 -2.28691384  4.28897619  4.46626145  4.77671609  4.42778882 -1.99136098
 -1.80735746  5.34678     4.19198765 -1.91481258  4.17498077 -2.05740617
  4.15148831 -1.9678509 ]",0.03380915553402065,6.8828957080841064
60,-1.85559594746418*x1+0.7679950915021072,C*x1+C,"           ⎛          ⎛           2     ⎞⎞
           ⎜          ⎜       3⋅x₁  + x₁⎟⎟
           ⎜          ⎜       ──────────⎟⎟
           ⎜          ⎜           x₁    ⎟⎟
           ⎜2⋅x₁ + log⎝-x₁ + ℯ          ⎠⎟
-2⋅x₁ + cos⎜─────────────────────────────⎟
           ⎝              x₁             ⎠","sub,sub,cos,div,add,add,log,sub,exp,div,add,mul,add,add,div,x1,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-5.80760786 -8.41056945 -8.09377309  8.96971148  8.67365115 -6.10827089
 -7.7832212   7.60511727  8.84149835 -6.40734556 -8.13510332  6.93928347
 -7.16967745 -7.28217787 -7.00590154  5.95958092 -9.10776188  6.88881966
 -7.6439766  -9.47510104  7.95051456  8.74538634 -7.34671372 -8.2597302
  8.52313967  7.87575849 -7.97221073 -7.04840241 -8.60146414 -6.11190876
  9.28414807 -9.41666301 -9.18572849 -9.327592   -7.88180744  6.6096792
  8.44787639 -7.77223715  6.43339796  8.64722717 -6.05998326  8.58022813
  6.87179955  6.30590991 -8.09524055 -5.48191523  6.78161945  9.21863234
 -6.25793288 -7.64438967 -6.72827764  7.67250005 -8.20716036  6.20476582
  7.61979859  8.54452271 -5.82653909 -8.15501297 -8.28608323  6.32977248
  7.67025897 -5.84182097  7.09043836 -5.87898413 -7.71563489  9.19988614
  9.64875134  9.71968119  9.66884001 -5.5055358  -8.41127069 -7.25098694
 -5.76190547  8.26836188  9.47516573 -6.41563334  8.50302019 -8.84934028
 -7.66082012 -8.44588218  8.65513736  8.38855351  8.43693899  6.99985159
 -7.80043476  8.81745613 -6.81763166 -9.0661894  -5.93191924  9.6600295
 -7.42196136  9.58034204 -7.54674082 -8.20128138  6.75199974  6.99311456
 -7.55999843 -7.10886367  7.48649389  8.84618481  7.54321751 -7.03505821
 -5.49891914  6.28484214  7.55292068 -7.32589328  8.58616012 -6.58666595
 -7.23115276 -5.92964271  7.69070963  6.14283803  6.95056927  9.3112957
  7.07480865  8.20504861  8.8672868   6.03392311]",0.00474831682725765,7.226117372512817
61,-2.070906321263592*sin(-0.48662809168041*sqrt(-1.9940568915203445*abs(0.09474339174693558*x1+-0.23058729492335317)))+-1.0643109618498994,C*sin(C*sqrt(C*abs(C*x1+C)))+C,log(sin(1)),"log,sin,div,x1,x1","[-0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375 -0.17260375
 -0.17260375 -0.17260375 -0.17260375]",0.02025125838389357,6.7691802978515625
62,-0.8252126757937988*x1**5+-0.856529568399166*x1**4+-0.1315341513217616*x1**3+-0.6996700251261403*x1**2+-0.7751597123632847*x1+-2.0100214993999117*log(1.8026436540018915*x1+1.8400522489956712)+-0.24884544220474014,C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+C*log(C*x1+C)+C,"            ⎛             x₁        ⎞
 -2⋅x₁ + cos⎜x₁ - ──────────────────⎟
            ⎜                  ⎛  2⎞⎟
            ⎜            x₁⋅log⎝x₁ ⎠⎟
            ⎜           ℯ           ⎟
            ⎜     -x₁ + ────────────⎟
            ⎝                x₁     ⎠
ℯ                                    ","exp,sub,sub,cos,sub,div,x1,sub,mul,div,div,exp,mul,x1,log,mul,mul,exp,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[6.54100709e-05 2.07483060e-04 1.11465298e+03 8.75586833e-05
 7.72665528e+03 7.58104106e-05 2.33091527e+03 4.74855683e+03
 3.89412367e+03 6.13160330e-05 6.82943746e+02 4.91458969e+02
 1.95506945e-04 1.14191436e+03 3.08152221e-04 9.87077025e-05
 1.64978070e-04 6.09360946e-05 2.20833501e-04 9.40611546e-05
 8.83011218e-05 6.61791101e+03 1.50478109e-04 3.03785605e+02
 2.31623638e+03 1.03826886e+04 2.57784081e+03 2.21768192e-04
 2.61746769e-04 1.33982951e-04 5.00645074e+02 4.19569515e+03
 1.64354913e+03 4.45687896e-04 8.05041275e-05 2.74992829e-04
 8.23689774e+03 9.28952358e-05 7.06678493e+02 4.90555421e-04
 8.94653015e-05 7.79718974e-04 2.74854803e+02 6.28616547e-05
 8.49123871e-05 6.36653236e+03 5.93015929e+02 3.00734329e+03
 1.08492024e+04 5.81348432e-04 1.47332580e-04 4.05144718e+03
 3.78243323e+02 5.35704336e+02 1.72092934e+03 8.01641950e+02
 3.83736078e+02 5.03736796e-04 8.97535918e+03 4.08696436e+02
 1.90727037e-04 2.16966180e-04 7.61712567e-05 7.91642969e+02
 2.56232172e-04 3.24132249e-04 4.89019803e+02 2.56786908e-04
 7.54148765e+03 1.28078555e-04 3.58228965e+03 7.82682997e+02
 1.04402028e-04 7.59469886e-04 8.11434897e+02 2.72332215e+02
 2.85820242e+03 6.98115729e-04 5.02650242e-04 7.92966252e+02
 7.46027097e-05 3.44530577e-04 4.21726616e+02 1.14312386e-04
 8.11181776e-05 1.38503148e+03 2.72746878e+03 1.31038007e-04
 3.44316323e+02 3.65789638e+02 1.76361709e+03 6.95411914e+03
 1.91498153e+03 3.08931951e+03 3.40840510e-04 4.24045164e+02
 1.21999479e-04 3.81240890e-04 2.25715757e+03 1.11701589e-04
 2.36837582e-04 3.17269734e+02 4.56003683e+03 2.60923309e-04
 3.31007004e-04 1.13923443e+04 5.69051215e-04 8.12499433e+02
 1.26320959e+03 6.14664212e-05 1.11268124e-04 2.59225228e-04
 2.92661909e-04 6.98530379e+02 2.82643497e+03 4.87193514e+03
 2.28953075e-04 5.40610070e-04 1.08019061e+03 1.64915155e-04
 2.31646133e-04 7.70257177e-04 8.26141856e+02 6.28647030e-05
 3.42648428e-04 1.03886276e+04 1.04174428e+03 7.77703969e+02
 5.96231652e+03 6.07637405e-05 4.94434021e+03 1.91290587e+03
 9.98701948e-05 4.73882694e-04 1.42742715e+03 5.65184686e-04
 7.20644093e+03 7.55866518e-05 3.12900895e+02 3.94076653e+02
 1.01001173e-04 7.10653377e-05 7.63873074e-04 4.44374453e+02
 8.67388269e-05 8.87257508e-05 7.93451817e+03 9.16513052e-05
 3.15647355e-04 1.13792922e+03 3.44737407e+02 6.46563328e+03
 3.66068446e+03]",232.30628201318052,7.409480333328247
63,1.1224403017172664*x1**2+1.4901895721396996*x1+-2.087755899521039*log(0.05867014314068397*x1+-0.3637159100506038)+1.6860426188957245,C*x1**2+C*x1+C*log(C*x1+C)+C,"              ⎛   ⎛         2  x₁ ⎞⎞
              ⎜   ⎜       x₁ ⋅ℯ   ⎟⎟
              ⎜   ⎜       ────────⎟⎟
              ⎜   ⎜         2     ⎟⎟
      x₁      ⎜   ⎜       x₁  + x₁⎟⎟
x₁ + ℯ   - sin⎝log⎝-x₁ + ℯ        ⎠⎠","add,add,sub,exp,x1,add,sin,log,sub,exp,div,exp,x1,div,add,x1,sub,div,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[ -4.42387187  28.11187283  -4.94006468  -4.29787526  -4.43331499
  42.40861822 129.76476432 132.37866396  30.49400698 127.72343032
  66.62663115  30.96212635  -5.1065049   -5.18802633  -5.18206739
  -4.14554907  44.09894991 149.05129063  -5.58755214  -4.1081478
  -5.32708595 149.12969745  -4.1827061   35.76056979  -4.16550361
 140.59188472 104.19930515 134.3388089   -5.84926694  26.24442877
 131.70355605  35.75883475  67.97958392  -5.91041183  -4.24225447
 147.78124354  -4.19352497  40.54090764  -4.54946005  73.97383936
  26.40941813  -5.59442838  28.91098936  -4.77834009  43.25332903
  -5.28675237  -5.88295427]",11.259355235221701,6.841233491897583
64,-0.8353741698713477*x1+-0.35228017167795356,C*x1+C,-x₁ + log(cos(1)),"sub,add,sub,add,sub,log,cos,sub,add,exp,div,sub,x1,x1,sub,sub,div,x1,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-5.04698191 -4.98677652 -3.98980417 -4.04348244  2.86458491 -4.38006067
  3.85369526  4.33877011 -4.53237275 -5.23316969  3.67505192  2.50812179
 -5.26286572 -4.56996824  3.8031817   3.62465088  3.70867579  3.52319533
  3.59634899  2.71705649 -3.84209772  2.62055949  3.78782175  3.4208209
 -5.26771415 -4.24515963  2.76215298  2.7401915  -5.5069572   3.59083068
  3.76575857 -4.51602931  3.90172556  2.51168123  3.93465089 -5.6073951
  3.63467064 -3.86233949  4.24809605 -5.17926998  3.22074238 -4.23597799
 -4.19475014  3.56784354 -4.52312474 -5.16896975 -4.68490571 -4.48887435
  3.50778551 -5.5547757  -4.82959041 -4.47138838 -3.8505195   3.37255968
  4.0257117   2.99692232 -3.68701879 -5.26988154  3.41427434 -5.02004172
  4.36035878 -4.06771168 -5.19941604  3.77884084 -5.33251238  3.97794835
 -4.71566471  4.2033941   4.28072506 -5.15769269 -5.3834352  -5.10989613
 -5.38916888  4.19435186 -5.15846878 -4.83098246 -3.83227028 -5.42393478
  2.58525513 -4.82066168 -4.15201009 -5.02386307 -5.19594326  3.19513402
 -3.91948594 -3.94983044 -4.06451712  3.63212692 -4.41611427 -5.02529266
  3.74354523 -4.77025356 -4.54681771  4.07362179 -5.26517387 -5.3874903
  2.90865279  3.66846151  2.78539094 -3.94874238  2.61312762  3.99847396
  3.41083596 -4.77787406  4.3550891  -4.13949076 -5.29939947  3.68955369
  2.53944524 -4.49383469  2.83246502  4.01979446 -5.2615813  -5.25418876
  4.36511768 -3.75745926 -4.12267023  3.02940562  2.43720544]",0.014653415097213223,7.078257322311401
65,-0.9066710574618726*sin(-0.9981718718487931*log(0.9477286232012605*x1+0.9921864496357382)+0.6281474686930624*cos(-1.3248162714465366*x1+1.6015112736728625))+0.207855508209271,C*sin(C*log(C*x1+C)+C*cos(C*x1+C))+C,"   ⎛        x₁        ⎞
sin⎜──────────────────⎟
   ⎜               -x₁⎟
   ⎜     2⋅x₁ + 3⋅ℯ   ⎟
   ⎜x₁ + ─────────────⎟
   ⎝           x₁     ⎠","mul,div,sin,div,x1,add,div,add,add,exp,sub,log,add,sub,div,add,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[0.1129313  0.60941596 0.63652744 0.08421605 0.57601734 0.59609904
 0.11582149 0.08245331 0.08682468 0.60807764 0.08039127 0.62542831
 0.0868814  0.60884793 0.12711532 0.05624117 0.05881073 0.11993499
 0.61638954 0.11539553 0.13695316 0.09041851 0.054364   0.13073306
 0.63346304 0.61604048 0.64506587 0.59829762 0.64037631 0.63276516
 0.08789648 0.08978039 0.06025143 0.10506372 0.11123952 0.12021915
 0.60631427 0.591969   0.13042556 0.08731433 0.05481383 0.61524754
 0.08695131 0.63383384 0.0564749  0.10978664 0.65067773 0.56571161
 0.06017808 0.07105261 0.63830959 0.63359418 0.06188477 0.0560666
 0.63967146 0.06218443 0.11335845 0.08293029 0.59784541 0.08870403
 0.11825845 0.63884456 0.60260372 0.63656242 0.65069645 0.09881994
 0.58545363 0.59227132 0.57762716 0.61638079 0.11412716 0.59589032
 0.62733794 0.56771121 0.08762965 0.07566712 0.06135091 0.63434485
 0.05520177 0.08526307 0.57273323 0.07252635 0.10121667 0.11727557
 0.06757674 0.63876648 0.57102197 0.1095185  0.59439498 0.06520122
 0.58605154 0.64591058 0.57870763 0.62832124 0.57522293 0.61962172
 0.62387771 0.09498297 0.11095386 0.59531174 0.13970719 0.56620275
 0.58809024 0.62399913 0.60993707 0.62472152 0.08980642 0.10612328
 0.63023642 0.57373697 0.64020032 0.11667989 0.64312789 0.58745063
 0.1256598  0.59333565 0.5690337  0.61899748 0.06287702 0.63937402
 0.06247595 0.58463726 0.12931105 0.59475712 0.13953263 0.0990698
 0.60661375 0.59042849 0.08552159 0.1007395  0.61864489 0.11911744
 0.06931969 0.12418178 0.59189626 0.64465009 0.08215065 0.60332426
 0.0918591  0.62833036 0.64872771 0.65446538 0.57676421 0.13826256
 0.10242442 0.08752013 0.65194493 0.65347321 0.12744357 0.61468107
 0.05630699 0.63773302 0.57205574 0.61375782 0.64333302 0.08818931
 0.62825638 0.12972025 0.61730186 0.57711066 0.60888354 0.07080007
 0.08394711 0.64884652 0.0908681  0.10595862 0.63399613 0.60535964
 0.06781997 0.08085634 0.13435297]",0.026115278051602787,6.726210832595825
66,0.4251062773344447*sin(-1.6006980530392865*sin(-0.8780098321909868*sin(-0.8473396930230295*x1+-0.9452112945288207)))+-2.091771890224753,C*sin(C*sin(C*sin(C*x1+C)))+C,cos(3),"cos,div,add,x1,add,x1,x1,x1","[-0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925]",0.03842043208532086,6.918738842010498
67,0.4657325038711382*x1/(1.4993898853650358*x1+2.065596455007318)+1.4913738056036543,C*x1/(C*x1+C)+C," ⎛    ⎛  2 ⎛      x₁⎞           x₁⎞⎞
 ⎜ cos⎝x₁ ⋅⎝x₁ - ℯ  ⎠ + 2⋅x₁ - ℯ  ⎠⎟
 ⎝ℯ                                ⎠
ℯ                                   ","exp,exp,add,x1,sub,cos,sub,sub,exp,x1,add,mul,sub,add,mul,x1,sub,x1,div,mul,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1","[ 1.72293667  1.84699632 12.53671246  2.89071509  9.44364452  8.50426139
  1.99622025 10.43164211  1.46895565  3.23223657  1.48834345 13.14834107
  3.14635271  1.45010089  1.53092959  1.74452918  5.06422512 11.55055832
 12.70556068  1.65921643  1.45906969 15.07666668 10.51757422  1.46618795
 13.16950613  1.85224524  6.90965455  7.04131237 12.39055298  2.68355493
  2.16975967  3.57632167 14.11835518  1.53432556  2.55651616  1.45988625
  5.93932448  3.59803613 14.9337711   1.97931238  1.46685062  2.4627718
  1.608282    5.54296578 11.30537508  2.30110881 13.73137397  1.61681486
 15.15426218  2.62730931  1.87014089  1.45238627  3.43610638  3.47616005
  2.2870245   2.44720836  1.58037959  1.87565136  2.14372594 15.1079724
  9.34363558  4.67552744  1.64495284  1.89082601 11.60311363  9.26160961
  5.57985438  4.68252921  5.00452142 14.44722704  1.56133689  1.5253523
  1.96712971  3.63173915 13.65719533  8.25182873  9.5309444   3.09201071
  7.29986447  2.28190399  3.79107756  1.49933168  3.20044492  2.04456918
  1.81366493  3.16074614  2.46024955  2.35470346  4.66187278  1.95402719
  4.37015239  1.47752885 13.57008304  2.20352892  5.92624538  8.95336729
 13.24333898 14.39186169 14.77800531  1.44474832  5.05615464 11.80787253
  2.62018707 12.59786002  2.14689364  1.54548508 12.50958436  1.9200935
  1.77355458  1.63871486  4.09905595 11.1032062   1.52134764  1.7760515
  1.44487938  2.25440949  1.57102513  1.7570775   2.23128496  1.52991155
  1.45463837 11.77997024  1.65721642  4.40224127  1.44805299  3.12532677
  1.5879798   1.52828176  3.45319963  2.69765781  1.46942904 15.0985379
 13.02502229  3.03604249 13.06274283  8.18078553  6.49776661  1.44809327
  4.13591067 13.19927411 10.14731231  4.18898372  3.00599022  2.43858423
  5.57813963  1.49719869  7.09425564  2.70563497  1.46746841 10.65890334
  1.78949467  1.51492445  7.34248902  3.89179963  1.67047891  2.26490981
 13.56435889  3.95556389  3.63065766  1.59881608  1.53854352  8.48605241
  1.47246348  2.10894741  1.63532596  1.50730071  3.63095896  3.18054001
 11.3071745   2.12544207  3.70607949]",1.2625063090748285,7.019570589065552
68,-1.1820930303954622*cos(-2.023505303925638*x1+-0.46068451703519564)+0.09689420692725914,C*cos(C*x1+C)+C,"   ⎛        ⎛      -x₁⎞⎞
sin⎝x₁ + log⎝x₁ + ℯ   ⎠⎠","sin,add,sub,add,log,add,exp,sub,div,mul,div,mul,mul,mul,div,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-0.87394979 -0.98271218  0.24871112 -0.03440977 -0.10062324 -0.04311236
 -0.47930395 -0.11040662  0.32114202 -0.18014697 -0.51136521 -0.9969539
 -0.06337615 -0.12511167 -0.16233733 -0.11497224 -0.06058634 -0.07269987
 -0.96766179 -0.10645864 -0.9867074  -0.08309119 -0.07063735 -0.94961949
 -0.05702046 -0.05019026 -0.93994724 -0.09439821 -0.14435311 -0.05983393
 -0.79559911 -0.67775125 -0.45790401 -0.91887417 -0.99927784 -0.06803796
 -0.97450488 -0.08098349 -0.03484078 -0.6247359  -0.67693969 -0.83275572
 -0.79162454 -0.95610614  0.24747176 -0.14255996  0.09113452 -0.93275909
 -0.0452128  -0.09285256 -0.75725726 -0.98878052 -0.08512595 -0.95488968
 -0.09216    -0.0374204  -0.95187441 -0.03504544 -0.00321541 -0.15300604
 -0.07885668 -0.12695568 -0.15984721 -0.06001965 -0.13450307 -0.13835562
 -0.98283221 -0.93590298 -0.10212388 -0.82419785 -0.99787021 -0.93093103
 -0.11375651 -0.6470403  -0.58541423 -0.04074467 -0.9935986  -0.93070774
 -0.99999116 -0.96930366 -0.0396094  -0.51398674 -0.02333288 -0.07015268
 -0.08452266 -0.99925859 -0.10392883 -0.48106333 -0.04423653 -0.87797345
 -0.85120237 -0.10256372 -0.11250134 -0.08563465  0.05988669 -0.11840857
 -0.0808831  -0.10084257 -0.99283172 -0.95948839 -0.09258529 -0.05894044
 -0.70975342 -0.85845142 -0.31191634 -0.09571798  0.2231722  -0.24345438
 -0.8374157  -0.03786365 -0.75998817  0.04808023 -0.33270535  0.20577142
 -0.84456638 -0.86147935 -0.06174976 -0.86422468 -0.84932993 -0.03499402
 -0.99594099 -0.08366373  0.21250924 -0.03936927 -0.04455684 -0.90545667
 -0.06087801 -0.08180977 -0.98942879 -0.99853599 -0.14690725 -0.05190647
 -0.92947631 -0.05296118 -0.99989469 -0.12346978 -0.0970702  -0.72657915
 -0.08081874 -0.04242516  0.19828768 -0.65377316 -0.99984009 -0.32258892
 -0.38361919 -0.4619189  -0.14189502 -0.10726552 -0.56945174 -0.14756891
 -0.98482272 -0.9114582  -0.89448022 -0.08878847 -0.85272758 -0.05315973
 -0.14063166 -0.13963696 -0.90447822 -0.97959906 -0.12087975 -0.15942798
 -0.84218036  0.01600135 -0.06021306 -0.8425435  -0.07159189 -0.99969744
 -0.0958346  -0.03731524 -0.11440956]",0.09982544061579691,6.994992733001709
69,-1.2626820403165806*x1**3+0.19713036851275012,C*x1**3+C,"    ⎛         ⎛   ⎛            2     ⎞     ⎞⎞
  2 ⎜         ⎜   ⎜      - 2⋅x₁  + x₁⎟     ⎟⎟
x₁ ⋅⎜-x₁ + cos⎜x₁⋅⎜-x₁ + ────────────⎟ - x₁⎟⎟
    ⎝         ⎝   ⎝           x₁     ⎠     ⎠⎠","mul,mul,x1,sub,cos,div,mul,sub,mul,sub,mul,div,div,sub,x1,mul,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[  54.55723257   38.50940497 -106.30129454  -29.84389119   83.36120393
  -24.71709816  -90.87803799  -76.98972605   73.14545569  -35.13952461
  -68.95226951   84.57957734  -74.86163736   43.35006472  -34.03992853
   41.19458739   86.14874778 -102.71508486  -90.43580047  -34.33318246
   53.75820726 -119.51279324  -63.82441519  129.58026579  -40.51982784
 -142.32164329   37.91953305   84.19571506   28.26675198   23.88317455
   85.58884306   21.01715392  104.80597574   67.2859421   -44.65619246
 -139.19838879  -61.83407522  -71.99798204  108.81107965   28.43338073
  -93.00767516  -63.57340414   38.3710305    64.75502922  -80.8394038
   90.664288     43.15548025  -44.5531204    84.33034813 -103.2709766
   84.45081019 -101.37779994   93.71706882 -108.6640545   125.53347625
  -44.37445872  -82.56918094   58.23399048  -43.62899953   76.9198798
  -90.9438153   -35.08240899  -38.48492761 -114.54124008  133.63723914
  -44.9652292    58.74199271  101.48533111  -41.72589589   50.44622747
 -106.00029599  -50.72213825  -74.73123462  137.91779682  -71.81295848
  -84.18249877  -92.73816001 -113.18225764  -91.66029236  -77.38292798
   24.08381971  -93.04086081   41.03825376  -86.90489818   63.69171488
   95.62756538  -63.31608636  -31.2273765   -33.08892313 -103.84395932
   85.57267888   50.65248949   59.96796704   89.60074349  -23.36576702
   94.65769995  109.27621061   43.86567942  -32.7727824    34.93724311
  -37.49327238   28.70925875   43.43406769   98.037826    -60.95355149
  -41.49780234  -76.46635692   49.71835489   36.93769816  123.06454424
   38.89320173 -123.15879144   70.67560868  -96.2758475    36.77449444
   37.29808335  -85.37721695  133.33216164   57.39171849   68.87387804
 -108.79047974  -47.46320186  131.62329495   66.24487252]",0.5401702730505803,7.220754384994507
70,-1.2222534245223677*x1**4+1.1862859364351648,C*x1**4+C,"  2 ⎛           ⎛    2⋅x₁⎞    ⎛ x₁⎞⎞     
x₁ ⋅⎝-2⋅x₁ + sin⎝x₁⋅ℯ    ⎠⋅cos⎝ℯ  ⎠⎠ + x₁","add,mul,mul,sub,sub,add,sub,mul,cos,exp,x1,sin,mul,x1,mul,x1,div,mul,exp,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1","[ -92.03971027  101.78781625  191.0305899  -168.90437131   61.4715929
   65.13430326  145.03544465   99.41112592  -53.62729273 -118.32074358
  140.0725971   127.46996632  214.92787256   65.24467562  195.25088645
  -47.26248825  224.62654529 -135.04768778 -124.45455145  -81.33574083
 -133.18001276  -47.75568757 -112.01485967  -74.5070156    68.61460367
   80.05610576   61.11316973 -143.41672144   93.98614677  -80.82012825
   90.03784002 -183.40558246  166.58962892 -133.67573663  -47.23308981
 -239.39111695  216.51899173   71.00975723  184.79729879  134.61364761
  -83.59972166 -145.55931041  191.06684666   66.53680061   64.03259452
 -105.04010279 -188.39009328  -79.50914377   68.89995986 -133.87648998
 -130.65778469 -132.02838233 -134.47570532 -190.42209735  -92.47837092
   67.59547178 -116.35446924  195.02223272  -67.94675084  -85.43437444
 -112.42348491  220.23181448 -230.3582876   208.43524012  159.18590305
 -172.85291531  -52.03007176   72.5551563  -143.09790464  -64.46136108
  193.17551882  -85.32282534 -168.86212515 -171.39707733 -154.49202273
  -75.14802025  157.05888188  -87.19684307 -135.65264065 -231.11713154
  166.50216245  150.10446981 -185.84561539  240.35268528 -211.9162599
 -107.01898141   63.72642153   98.5610814    66.69326634  -59.46120859
  129.22104204  123.29499269 -241.99602545  -51.26075343   86.38971571
  235.31776403]",16.722042873423174,6.635884761810303
