test_index,true_equation,true_skeleton,predicted_equation,predicted_tree,predicted_y,rel_err,dsr_time
10,-1.6520979503835531*sin(-0.8793737280343623*cos(1.3548815753934487*exp(0.7480493823527654*x1)))+1.3078534309295304,C*sin(C*cos(C*exp(C*x1)))+C,"    ⎛ x₁⎞
 cos⎝ℯ  ⎠
ℯ        ","exp,cos,exp,x1","[2.71510117 2.71602509 2.71785195 2.25352118 1.12135988 2.71721138
 0.42156073 2.71676043 0.93211141 2.44619305 0.42481555 2.71815649
 2.71652057 2.57074917 2.71625685 2.71793582 2.71821452 1.03887001
 2.71743038 0.37154749 0.37100653 1.12455963 2.71716667 2.28782382
 2.71707782 2.71748721 2.71789945 0.78821136 0.90587248 2.00986128]",0.05191030256168195,6.344589710235596
11,1.9408099468570277*x1*0.48518007925928686*log(-0.37576148071164694*x1**3+-0.4469742917830326*x1**2+1.2349053621894983*x1+-1.1406322138901035)+-0.6421494302018327*exp(-1.2980538069135452*x1)+1.9610357296909817,C*x1*C*log(C*x1**3+C*x1**2+C*x1+C)+C*exp(C*x1)+C,"             ⎛    x₁   ⎞
    -x₁ + sin⎜─────────⎟
             ⎜       x₁⎟
             ⎜      ℯ  ⎟
             ⎜-x₁ + ───⎟
             ⎝       x₁⎠
x₁⋅ℯ                    ","mul,exp,sub,sin,div,x1,sub,div,mul,mul,exp,x1,div,add,sub,div,sub,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-5.18456228e+01 -2.44390265e+02  4.45889807e-02  2.59114828e-01
 -1.77926399e+02  1.06480161e-01 -1.18707044e+02 -1.41121807e+02
  7.83204453e-02 -2.32916303e+02 -6.68198826e+01 -7.20112177e+01
 -4.28576762e+01 -2.69439071e+01  1.16917036e-01 -3.66718007e+01
 -7.02489364e+01 -3.09688026e+02  2.63028770e-01  5.36675644e-02
  4.12930561e-02  6.00482179e-02  6.10376572e-02 -1.98042020e+02
 -1.61030296e+02  7.39052829e-02  6.94634814e-02  2.47646833e-01
 -2.39786752e+02  4.67708194e-02]",2.1435923033750806,6.068955421447754
12,1.5870735041556885*log(-1.9971494165750023*x1**2+2.098618090668166*x1+-0.4675728190037194)+0.34363164599140816,C*log(C*x1**2+C*x1+C)+C,"   ⎛  2⎞
log⎝x₁ ⎠","log,mul,x1,x1","[2.98557329 2.76970024 3.18545916 2.5817776  2.56242267 2.99240303
 3.09183832 2.87265892 2.914067   2.62622231 2.27555177 2.7317989
 2.43152829 3.17895694 3.06204851 2.61482204 2.88425205 3.09421364
 2.42796322 2.63775736 3.07701379 2.98731033 2.24146926 2.70846884
 2.92480332 2.96146622 2.61660601 2.50840191 2.38256958 3.05285248]",0.22813326461634587,6.472966909408569
13,-1.4623633539230116*exp(2.06582179653662*x1)+-0.3071961525631195,C*exp(C*x1)+C,"  2 ⎛           ⎛    2⋅x₁⎞    ⎛ x₁⎞⎞     
x₁ ⋅⎝-2⋅x₁ + sin⎝x₁⋅ℯ    ⎠⋅cos⎝ℯ  ⎠⎠ + x₁","add,mul,mul,sub,sub,add,sub,mul,cos,exp,x1,sin,mul,x1,mul,x1,div,mul,exp,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1","[ 163.36572652   99.0887129   221.48542421  162.37639933  -57.67999774
  104.52155292   95.2911274  -104.74444864  -72.37139504  -64.42627087
   67.14040255  228.30883232 -224.45162369  122.36433869  -74.30806352
  -66.89781747   69.77102011  168.38928541 -145.81730271  -61.08977238
  244.45697581  184.42906706  -49.95189855   83.53595701 -209.26041612
  -79.88336064   66.08197214 -185.32276177  154.90868383  -60.76593249]",1594.1320181840806,6.1750571727752686
14,-1.8848426210827323*exp(-1.522950818607487*x1)+-0.8403109156933315,C*exp(C*x1)+C,"     ⎛                 ⎛     x₁⎞     ⎞     
     ⎜                 ⎜ x₁⋅ℯ  ⎟     ⎟     
     ⎜           x₁⋅sin⎝ℯ      ⎠     ⎟     
     ⎜          ℯ                    ⎟     
     ⎜    -x₁ + ────────────────     ⎟     
     ⎜                 x₁            ⎟     
- x₁⋅⎝x₁⋅ℯ                       + x₁⎠ + x₁","sub,sub,x1,sub,mul,div,mul,add,mul,exp,sub,div,exp,mul,sin,exp,mul,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-3.72263754e+03 -8.63249166e+00 -6.67976581e+02 -9.65684289e+00
 -1.93884447e+01 -1.76588008e+03 -9.13334158e+02 -4.34886020e+02
 -1.52406757e+03 -1.94544628e+03 -3.66371412e+02 -9.33211429e+00
 -1.12128382e+03 -1.12395227e+01 -1.81925887e+01 -1.17108164e+01
 -8.89332669e+01 -3.67589792e+02 -2.78115508e+02 -6.17797298e+02
 -3.06832850e+02 -2.64433000e+03 -1.19297886e+01 -1.31471246e+01
 -2.24439336e+02 -4.67886537e+07 -6.91510440e+02 -5.47465837e+02
 -8.00402431e+00 -7.54993705e+02]",12569936640.632496,6.48138689994812
15,-1.481776411600663*sin(0.5751685197878165*log(-0.8219176757973228*x1))+-1.1475219226464715,C*sin(C*log(C*x1))+C,"   ⎛sin(x₁)⎞
log⎜───────⎟
   ⎝   x₁  ⎠","log,div,sin,x1,x1","[        nan         nan         nan         nan         nan         nan
         nan         nan         nan         nan         nan         nan
 -3.25301416         nan -5.34351267         nan         nan         nan
         nan         nan         nan         nan         nan         nan
         nan         nan         nan         nan         nan         nan]",,6.18235445022583
16,0.6188270940994012*log(1.6728061388861657*cos(0.9910969015043394*x1+-0.9218172839729701)**4)+-1.59161126194169,C*log(C*cos(C*x1+C)**4)+C,cos(3),"cos,div,add,x1,add,x1,x1,x1","[-0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925
 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925 -0.9899925]",0.32835696354355476,6.477273225784302
17,1.8666349454089444*sin(1.496037423295442*x1+0.05518078198207865)+-1.59848257817769,C*sin(C*x1+C)+C,"      ⎛     ⎛ x₁⎞⎞     
      ⎜  2  ⎝ℯ  ⎠⎟     
x₁⋅sin⎝x₁ ⋅ℯ     ⎠ - x₁
───────────────────────
           x₁          ","div,sub,mul,sin,mul,x1,sub,div,mul,div,mul,sub,add,add,mul,exp,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-1.96276906 -0.19716079 -1.67440893 -1.93527234 -1.99862729 -1.25167526
 -0.96087078 -1.8511673  -1.6696761  -1.88176725 -1.98946554 -1.80479347
 -1.91873424 -0.91993263 -0.65627366 -1.39932377 -0.4319118  -1.99613496
 -0.62749896 -1.05311746 -0.09149627 -1.21767112 -1.94928159 -0.1490974
 -1.85458789 -1.9904602  -1.99970625 -0.87874822 -1.81482241 -0.08853469]",0.21939523153294613,5.931100368499756
18,-1.5329422024906514*x1**2+-0.47167917186632624,C*x1**2+C,"    ⎛                ⎛ ⎛     ⎛      ⎛ x₁⎞⎞⎞⎞⎞     
    ⎜                ⎜ ⎜     ⎜      ⎝ℯ  ⎠⎟⎟⎟⎟     
    ⎜                ⎜ ⎜ -sin⎝x₁ - ℯ     ⎠⎟⎟⎟     
    ⎜                ⎜ ⎝ℯ                 ⎠⎟⎟     
    ⎜       -x₁ + log⎝ℯ                    ⎠⎟     
    ⎜       ────────────────────────────────⎟     
  2 ⎜                      x₁               ⎟     
x₁ ⋅⎝-x₁ + ℯ                                ⎠ + x₁","add,mul,mul,sub,exp,div,sub,log,sub,add,exp,exp,sin,sub,mul,div,exp,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-96.25008467  96.77198879 -24.03546954  86.20563043 -26.05337664
  54.10149389 -73.40342075 122.2018745   60.30001106 121.76148641
 -27.01960114  85.3427385  123.86207225  85.2737754  -20.73209905
 -89.84126063 -61.81313482  38.24627771 -34.73255391 -44.1801206
 -24.81717252 -82.04495481  65.2705063  112.82274252 -27.21952717
  48.93046545  63.26337475 -35.42342813 -88.55653359 -43.81344118]",15.099056077136664,6.702886581420898
19,-1.292424093456328*x1+-1.4305060425769378,C*x1+C,"                  ⎛   ⎛    2⋅x₁     ⎞⎞
               cos⎝x₁⋅⎝x₁⋅ℯ     + x₁⎠⎠
               ───────────────────────
                          x₁          
        -x₁ + ℯ                       
-2⋅x₁ + ──────────────────────────────
                      x₁              ","sub,sub,div,sub,exp,div,cos,mul,add,add,sub,mul,exp,mul,div,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-10.06118484   8.49111461   6.86517457  -9.72401876  -8.68008716
   7.27916698   5.38171091   8.5527955   -8.23076174 -10.44407576
  -7.79729347   7.2008676   -9.46128366   5.85796373  -7.73102833
   7.85209521  -9.32306968 -10.34043763 -10.03978057   6.50531906
   8.57624613   7.56554448  -9.66431069  -8.17549302  -9.7378599
  -9.351616     6.43709717   8.78783431   8.5070125   -9.67224616]",0.2505060116936304,5.982562303543091
20,-1.7393436225521142*x1*0.449438445312758*cos(0.15643036080416506*x1)+1.4222864439438387,C*x1*C*cos(C*x1)+C,"         ⎛        ⎛        ⎛ 2⋅x₁⎞⎞⎞
         ⎜    -x₁⋅⎝x₁ + log⎝ℯ    ⎠⎠⎟
-x₁ + cos⎝x₁⋅ℯ                     ⎠","sub,cos,div,x1,exp,mul,add,mul,log,mul,exp,x1,exp,x1,div,exp,x1,sub,add,add,sub,exp,x1,x1,x1,x1,x1,x1,x1,x1","[-2.43256779  5.03090652  5.75891132 -2.26037327  4.7518088  -3.90228311
 -2.00307612  4.1431687  -3.89504465  5.68503245  5.62401788 -2.14209523
 -3.41814638 -2.9898269  -3.58763148 -3.61338123 -3.53126927  4.00169979
 -3.95753971  5.23678445  5.11688314 -2.42912203 -3.48298806 -2.5180389
 -2.36100764  4.05238301  5.46266558 -2.51539486 -3.96093326  5.36772671]",0.2084234458052423,6.375666618347168
21,0.20809992952797796*x1*0.8743119911575592*log(0.9487458659331658*x1+1.928182171771906)+1.4703491995295015,C*x1*C*log(C*x1+C)+C,"   2        
sin (x₁) + 1","add,div,x1,x1,mul,sin,x1,sin,x1","[1.8138803  1.99588352 1.99845436 1.679869   1.07367349 1.72825274
 1.00819205 1.38303196 1.72144363 1.79824691 1.9434823  1.29235588
 1.99988959 1.16887454 1.01220647 1.04168617 1.99549271 1.98393554
 1.16644383 1.99323223 1.00925181 1.99921145 1.28299464 1.93973134
 1.04836686 1.04701789 1.55849993 1.51380666 1.93797771 1.01988748]",0.10885025656595443,5.90966534614563
22,-0.4071534908086305*cos(1.302011932442349*sin(-1.7232821732879442*x1))+1.5049567188932227,C*cos(C*sin(C*x1))+C,1,"cos,sub,x1,x1","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1.]",0.012323296179494613,6.080243110656738
23,-1.221855064120768*cos(-1.0779750472374385*log(-1.1540742645405142*x1)+1.253817758737263)**3+1.2605775854298358,C*cos(C*log(C*x1)+C)**3+C,"    ⎛         ⎛         ⎛             x₁⎞⎞⎞
    ⎜         ⎜         ⎜       x₁ - ℯ  ⎟⎟⎟
    ⎜         ⎜         ⎜       ────────⎟⎟⎟
    ⎜         ⎜         ⎜          x₁   ⎟⎟⎟
    ⎜         ⎜         ⎜      ℯ        ⎟⎟⎟
    ⎜         ⎜      x₁⋅⎜-x₁ + ─────────⎟⎟⎟
    ⎜         ⎜         ⎝          x₁   ⎠⎟⎟
 x₁⋅⎝-x₁ + sin⎝x₁ + ℯ                    ⎠⎠
ℯ                                          ","exp,mul,mul,div,sub,sin,add,exp,mul,sub,div,exp,div,sub,x1,sub,x1,sub,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[1.24635888e-09 2.37647535e-11 1.43270272e-08 5.00458071e-07
 9.02218741e-05 8.06597594e-08 1.67792348e-12 7.36902647e-06
 1.96688947e-13 9.63879713e-06 1.69154808e-13 3.76406889e-05
 2.80150056e-09 5.11320391e-09 2.53123302e-06 2.32518220e-05
 9.69892485e-12 2.00627586e-09 8.23018880e-08 2.99689494e-12
 3.03805372e-12 1.17746495e-12 1.81496722e-04 4.56330510e-05
 2.76776291e-13 4.00948078e-08 5.92490118e-07 4.87928236e-10
 1.09945947e-08 8.66082551e-11]",0.06545400825279449,6.274935007095337
24,-0.4924156906931143*sin(1.3303758619556452*x1**4+0.6879260823354207*x1**3+-1.5872473428557883*x1**2+1.3418433581041698*x1+1.016003962040617)+1.6460517577204192,C*sin(C*x1**4+C*x1**3+C*x1**2+C*x1+C)+C,"   2        
sin (x₁) + 1","add,div,x1,x1,mul,sin,x1,sin,x1","[1.07131629 1.93844429 1.00341627 1.01340632 1.98830896 1.92679983
 1.00910862 1.88735918 1.46809739 1.00512873 1.99986254 1.99963393
 1.30705048 1.09711745 1.98242839 1.14277719 1.96059113 1.98385812
 1.04583302 1.00264287 1.68115038 1.00669399 1.90721233 1.99704352
 1.99222971 1.17257302 1.99848002 1.91345076 1.19861719 1.41139877]",0.034081299336755765,5.8654539585113525
25,-1.971577535372575*x1**3+1.5050855019406453,C*x1**3+C,"  2 ⎛           ⎛    2⋅x₁⎞    ⎛ x₁⎞⎞     
x₁ ⋅⎝-2⋅x₁ + sin⎝x₁⋅ℯ    ⎠⋅cos⎝ℯ  ⎠⎠ + x₁","add,mul,mul,sub,sub,add,sub,mul,cos,exp,x1,sin,mul,x1,mul,x1,div,mul,exp,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1","[  97.8161474  -129.82078729  -87.27680835 -152.49608086  148.52098942
  116.68337602  179.19391394  -52.55015251   51.94920876 -102.19552656
 -186.67761013  -90.14370553 -108.71654696  140.71729155   59.99809934
   69.40862565  227.08357263  174.83773213   76.40455106  176.86222651
  -67.04681506  135.34596958  169.04885469  165.58501446   74.83948788
   96.78430167 -205.25853538   63.19358966  128.26395305  177.24180828]",0.044613753082883116,6.558106422424316
26,-1.0006726658439384*cos(-0.2007031531202872*x1+-0.7491713218335556)+0.930999551286293,C*cos(C*x1+C)+C,"   ⎛        x₁        ⎞
sin⎜──────────────────⎟
   ⎜               -x₁⎟
   ⎜     2⋅x₁ + 3⋅ℯ   ⎟
   ⎜x₁ + ─────────────⎟
   ⎝           x₁     ⎠","mul,div,sin,div,x1,add,div,add,add,exp,sub,log,add,sub,div,add,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[0.64400243 0.08148588 0.07382983 0.56417225 0.06731061 0.06109047
 0.61700583 0.58304281 0.56987206 0.12807147 0.10450533 0.56765277
 0.11101208 0.6232098  0.58318295 0.05930355 0.59483127 0.59724548
 0.59674067 0.57506624 0.06602402 0.10527728 0.12679377 0.09401309
 0.61047834 0.09037324 0.0804106  0.58803849 0.64129286 0.59647258]",0.01338507697657288,5.996356725692749
27,0.1538016990384663*exp(-1.0790688012704894*x1)*-0.019849652953018992*log(0.16173028449485471*x1+-0.5501530530534955)+1.7388398212520957*exp(0.4983779125550072*x1)*1.9321876241814988*cos(-0.41686455969038017*x1)+-1.5994829411524583,C*exp(C*x1)*C*log(C*x1+C)+C*exp(C*x1)*C*cos(C*x1)+C,"         ⎛             ⎛      x₁⎞     ⎞
         ⎜        - x₁⋅⎝x₁ + ℯ  ⎠ + x₁⎟
         ⎜    x₁⋅ℯ                    ⎟
      sin⎝x₁⋅ℯ                        ⎠
x₁ + ℯ                                 ","add,exp,sub,add,sin,sub,add,div,mul,x1,mul,exp,div,x1,exp,sub,mul,add,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-2.13787631 -1.81104247 -1.82779448  4.45831402 -2.11168422 -1.90629715
 -1.89753904  4.19290753 -1.80575759  4.14176939  4.24036877  4.31025393
  4.21245669  4.45388115 -2.13790387 -1.86425623 -1.85549173 -2.30648257
  4.1416032   4.16446043 -1.82680438  4.30941133  4.39682598  4.8351649
 -2.07939441  4.86294479 -2.03553461 -1.96714003  4.75377886 -2.2560792 ]",1.6079912633671478,6.481294870376587
28,1.9848190190561819*x1**2+0.528563539691683*cos(-0.4054260668470433*x1+-0.141100837859238)+-0.4264884018970332,C*x1**2+C*cos(C*x1+C)+C,3⋅x₁,"add,add,x1,x1,x1","[ 14.46534879 -11.86785378 -14.37781884  12.05909106  10.8083901
  13.17845628  13.3196592   12.17237691 -11.6869389  -14.87684403
  11.49201471  -9.65144268 -14.68539243  -9.94399764  10.79892249
  -9.61590879 -14.94105231  11.70719643  -9.97717584  11.97567141
  14.09703396  11.90841612  14.11200105  13.8021045   10.83913026
 -12.73239072 -13.98238524  10.44145236 -10.28803749 -11.27532813]",2.6761931193380954,6.108464241027832
29,-0.3641865811194753*exp(1.651220470174795*exp(-0.5371166533805005*x1))+1.2501617982528814,C*exp(C*exp(C*x1))+C,"              x₁ + cos(x₁⋅(x₁⋅(1 - x₁) - x₁))
      -2⋅x₁ + ───────────────────────────────
                             x₁              
x₁ + ℯ                                       
─────────────────────────────────────────────
                      x₁                     ","div,add,exp,sub,sub,div,add,x1,cos,mul,sub,mul,sub,exp,add,x1,sub,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-9.81095966e+03  1.00150907e+00 -7.61944418e+03  1.00022842e+00
 -9.52838420e+03  1.00003540e+00 -8.08412974e+02 -5.34142248e+02
  1.00019354e+00 -1.70313625e+03  1.00207634e+00  1.00018436e+00
  1.00054549e+00  1.00057585e+00  1.00093476e+00  1.00016428e+00
  1.00056277e+00  1.00031773e+00 -4.53613318e+02  1.00021616e+00
 -5.43817149e+03 -9.81935841e+02 -6.39030741e+03 -5.24441032e+02
  1.00005036e+00 -7.65404363e+02  1.00021720e+00 -2.02389639e+03
  1.00065611e+00  1.00154194e+00]",49729741.96005059,6.5882227420806885
30,0.966720661117467*sin(1.5434514941042554*x1+-0.4753530372920418)+0.11252193685511891,C*sin(C*x1+C)+C,"   ⎛        ⎛      -x₁⎞⎞
sin⎝x₁ + log⎝x₁ + ℯ   ⎠⎠","sin,add,sub,add,log,add,exp,sub,div,mul,div,mul,mul,mul,div,sub,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1","[-0.99841401 -0.05369073 -0.14501144 -0.96414583 -0.11295132 -0.88445779
 -0.98905948 -0.03447425 -0.99219677 -0.92749952 -0.27273172 -0.15787756
 -0.1194727  -0.98516525 -0.04397838 -0.14966883 -0.12595375 -0.06496391
 -0.93495682 -0.85329621 -0.04730249 -0.09521689 -0.98301126  0.11374319
 -0.13880679 -0.93287472 -0.11183931 -0.94579212 -0.86981092 -0.03526665]",0.0897074108629675,6.007260322570801
