test_index,true_equation,true_skeleton,predicted_equation,predicted_tree,predicted_y,rel_err,dsr_time
68,1.2418423982191498*x1+1.450889732875543*log(-1.7412735571152198*x1+1.3056270744756056)+1.5154680358018502,C*x1+C*log(C*x1+C)+C,NA,NA,NA,NA,NA
69,-0.7045979934405722*exp(-1.2586524380598312*x1)+1.1551841618697427,C*exp(C*x1)+C,NA,NA,NA,NA,NA
70,0.8640475788239694*cos(-1.0109508495964281*sin(-0.8575471820914564*x1))+1.484191146157412,C*cos(C*sin(C*x1))+C,NA,NA,NA,NA,NA
71,0.8477383201283732*x1**5+0.42607956729867436*x1**2+0.4653823585552219,C*x1**5+C*x1**2+C,NA,NA,NA,NA,NA
72,-1.3836718944039208,C,NA,NA,NA,NA,NA
73,-0.9023905125365201*x1+-0.4294381785312331,C*x1+C,NA,NA,NA,NA,NA
74,-1.4497297199104326*x1+-1.7996109230572532,C*x1+C,NA,NA,NA,NA,NA
75,-1.0318248180901626*x1+0.9963785731978714*x1/(-0.9722416974738906*x1+-0.8419405944589675)+-1.2255129484382246*sin(0.8015812950022627*x1**4+2.0696135717572415*x1**3+1.8716192790814676*x1**2+1.8786452059089278*x1+-1.15833240755774)+-0.858773910728631/(0.058719309847635515*x1+-0.6763881552971076)+-1.7386299552235056,C*x1+C*x1/(C*x1+C)+C*sin(C*x1**4+C*x1**3+C*x1**2+C*x1+C)+C/(C*x1+C)+C,NA,NA,NA,NA,NA
76,-0.8318310970031935*exp(-0.7783727257505733*x1)+0.3447101132696804,C*exp(C*x1)+C,NA,NA,NA,NA,NA
77,1.9312537371788285*x1+1.3281693460140334,C*x1+C,NA,NA,NA,NA,NA
78,1.823470472674499*x1+-1.8699710152753897,C*x1+C,NA,NA,NA,NA,NA
79,-0.4963118696560529*sin(1.8512780852682225*x1)+-0.31245227158760636,C*sin(C*x1)+C,NA,NA,NA,NA,NA
80,-0.09643169463019374*sin(1.8732731975279089*x1**3+1.1933829318987956*x1**2+1.3956060761375535*x1+0.6720960235365925/-0.5707829338998156*sin(1.8805249420083143*x1+1.3096103479193704))+-1.0969313050955802,C*sin(C*x1**3+C*x1**2+C*x1+C/C*sin(C*x1+C))+C,NA,NA,NA,NA,NA
81,1.2647253013938053*log(-1.1990716464599234*x1**2+0.4873587593370803*x1)+1.1256630257264044,C*log(C*x1**2+C*x1)+C,NA,NA,NA,NA,NA
82,-1.8646685330990322*log(0.896705539452376*log(1.9639309569780763*x1)+-1.5166833945547427)+-0.5420235514961445,C*log(C*log(C*x1)+C)+C,NA,NA,NA,NA,NA
83,-1.624092740368857*x1+-1.201236473470046,C*x1+C,NA,NA,NA,NA,NA
84,0.8652535542004132*x1+-1.976021925456739*x1/(0.23866541983054868*x1+-0.2519009508569534)+-1.6654040469151017*sin(-0.9377734862531755*x1)+0.011247837422550422,C*x1+C*x1/(C*x1+C)+C*sin(C*x1)+C,NA,NA,NA,NA,NA
85,0.06319833080982562*x1+-1.1649460142877446,C*x1+C,NA,NA,NA,NA,NA
86,-1.1229050110568741*sin(0.2814429507500358*cos(0.7696566729721956*log(1.3556394867801163*x1+1.903358651925927)))+-0.8617938871253452,C*sin(C*cos(C*log(C*x1+C)))+C,NA,NA,NA,NA,NA
87,0.7198409148681582*x1+-1.6681592160187624,C*x1+C,NA,NA,NA,NA,NA
88,-0.3596999305273234*x1**2+-0.16318557133846068*x1+1.2995037366172215,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
89,1.78097878485115,C,NA,NA,NA,NA,NA
90,-2.0287898098478636*x1**2+-1.603964902081855*x1+-0.9394257189494875,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
91,1.4875385737359017*x1**4+1.0439286758410842*x1+0.05543718078535864,C*x1**4+C*x1+C,NA,NA,NA,NA,NA
92,1.5889027023370317*x1+-1.0315018752205052,C*x1+C,NA,NA,NA,NA,NA
93,-1.312354242002693*cos(-1.1907240405562587*x1)+0.3208740109280397,C*cos(C*x1)+C,NA,NA,NA,NA,NA
94,-1.96887770302545*sin(-2.0065001063726915*x1+0.28899287478283187)+-1.1339401931284478,C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
95,-1.8271142375831158*x1+-1.7079860759549739,C*x1+C,NA,NA,NA,NA,NA
96,-1.9317401886362848*x1**2+0.7812376013665054*x1+0.31998199652638837,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
97,-0.18018629315173618*x1**2+0.7662635415311825*x1+0.9545247747938257,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
98,-1.8179022554516653,C,NA,NA,NA,NA,NA
99,-0.09318064267628579*cos(0.14016222510230447*cos(-0.5176066700025259*x1))+0.2236963772290821,C*cos(C*cos(C*x1))+C,NA,NA,NA,NA,NA
100,0.9756677878558966*log(-0.16304986040118563*x1)+1.3843773535552586,C*log(C*x1)+C,NA,NA,NA,NA,NA
101,0.8119929400963577*x1**2+-1.1436829225065375*x1+-0.8181330226054266*x1/(-1.2550775205366835*x1+1.10304848144439)+1.9696365299448373,C*x1**2+C*x1+C*x1/(C*x1+C)+C,NA,NA,NA,NA,NA
102,0.6321836788960065*x1+1.6259441572080564,C*x1+C,NA,NA,NA,NA,NA
103,1.8214334565533772*cos(0.2693603021486126*x1/(-0.5133724398267707*x1))+0.8812973686789265,C*cos(C*x1/(C*x1))+C,NA,NA,NA,NA,NA
104,-1.6019981184370435*x1+2.087303785067711,C*x1+C,NA,NA,NA,NA,NA
105,1.902664198020632*x1**2+-1.2960395066929977*x1+0.08834150638945326*log(0.7971156959837984*x1**2)+1.9087008852153073,C*x1**2+C*x1+C*log(C*x1**2)+C,NA,NA,NA,NA,NA
106,-1.5578527059208422*x1/(1.485822452009598*x1+1.803246496458232)+-1.9161698097045572/(1.0657642388557518*x1+-0.21315428583963514)+-1.550904318327997,C*x1/(C*x1+C)+C/(C*x1+C)+C,NA,NA,NA,NA,NA
107,1.6472201830120041*x1**5+-1.6909713422923205*x1**4+0.23147993032435776*x1**3+-0.9714604655435184*x1**2+1.1402761702940443*x1+-1.5376605940490342*sin(-2.0253417354101737*x1+0.10036137385317412)+0.438923964739939*cos(-1.539807842397935*x1**2+-0.20593661930429885*x1+0.9597419756688566)+-1.7858557530520618,C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+C*sin(C*x1+C)+C*cos(C*x1**2+C*x1+C)+C,NA,NA,NA,NA,NA
108,0.7560812605548595*x1**2+1.1020815377089646,C*x1**2+C,NA,NA,NA,NA,NA
109,1.0295427278522578*log(0.9247136067442985*x1)+-0.6943896470140662,C*log(C*x1)+C,NA,NA,NA,NA,NA
110,-1.2269892397021165*exp(-0.9409891501046144*x1)+0.3487401623475881,C*exp(C*x1)+C,NA,NA,NA,NA,NA
111,-0.6101550536366056*x1**3+0.6445690849498167*x1**5+1.8926766148920047*x1**4+0.23560593611552383*x1**3+0.1209313498054061*x1**2+1.2567312691075263*x1+-2.0331121600452504,C*x1**3+C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+C,NA,NA,NA,NA,NA
112,-1.335154981031935*x1+1.292447268565061,C*x1+C,NA,NA,NA,NA,NA
113,-1.0116126348238899*exp(-1.1139783891344812*cos(-0.09684422382906499/x1))+1.424072987303604,C*exp(C*cos(C/x1))+C,NA,NA,NA,NA,NA
114,-0.607829428121134*x1**3+-1.9892646993748373*x1**2+-1.2336808166260194*x1+0.9008788706818711*log(-0.5551255477967174*x1)+0.5791774516970007,C*x1**3+C*x1**2+C*x1+C*log(C*x1)+C,NA,NA,NA,NA,NA
115,-1.78619446266217*x1**2+1.8774599802225036,C*x1**2+C,NA,NA,NA,NA,NA
116,2.0554888298242404*sin(-0.8233555151613177*x1+-1.3241450729833977)+-1.764444116196493,C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
117,-1.086234834229357*log(-0.7938648952614455*x1)+1.1952901508802163,C*log(C*x1)+C,NA,NA,NA,NA,NA
118,-0.008185209227401291*x1+0.11209329881596597*exp(-0.8089817956198435*x1)+0.14476802149300871,C*x1+C*exp(C*x1)+C,NA,NA,NA,NA,NA
119,0.8681574384562665*log(0.6501414255700904*x1+-0.8930004808074552)**5+0.8950015668798703,C*log(C*x1+C)**5+C,NA,NA,NA,NA,NA
120,-0.9408528797702715*cos(1.3102180704172581*x1)+1.7521203650632295*exp(-0.9087781129554444*x1)+-0.8860510032862232,C*cos(C*x1)+C*exp(C*x1)+C,NA,NA,NA,NA,NA
121,-1.4997367075926187*exp(0.39575399296508484*x1/(-0.1597014339718914*x1))*-0.3019409628232608*exp(-0.16770449913957708/(-0.5455679659897963*x1))+0.7942389446778115,C*exp(C*x1/(C*x1))*C*exp(C/(C*x1))+C,NA,NA,NA,NA,NA
122,0.9688150933196087*exp(-0.37555253301574365*x1)+1.0095350828958036,C*exp(C*x1)+C,NA,NA,NA,NA,NA
123,-0.04033472481605749*log(1.1406826711934577*x1**2)+0.07421176442918398,C*log(C*x1**2)+C,NA,NA,NA,NA,NA
124,-0.09449793562142617*exp(-1.5437127103822381*x1)+-0.8633723794148489,C*exp(C*x1)+C,NA,NA,NA,NA,NA
125,-1.2981256482906258*x1**2+-1.5968204217590012*x1+-1.747404147978524,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
126,0.995218632183196*x1**2+1.8291440757478274*x1+-0.4652727329001598,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
127,-0.6259262135926698*x1+0.3047319849002901,C*x1+C,NA,NA,NA,NA,NA
128,0.7408687755171806,C,NA,NA,NA,NA,NA
129,0.4644312647021134*exp(-1.7372741174745343*x1/(0.08782786992330216*x1+-0.8104189907646808))*-0.09796751650426483*exp(0.4422964591542651/(-1.7223072382330211*x1+-0.2093455501564283))+1.435998320213467,C*exp(C*x1/(C*x1+C))*C*exp(C/(C*x1+C))+C,NA,NA,NA,NA,NA
130,0.6422510980152056*x1**3+1.84527294095835,C*x1**3+C,NA,NA,NA,NA,NA
131,0.7878403175777757*x1+1.9934309457418338,C*x1+C,NA,NA,NA,NA,NA
132,-1.4430681700372485*sin(-1.4876187346693148*x1)+-0.2252288603977335,C*sin(C*x1)+C,NA,NA,NA,NA,NA
133,0.6280787272355357*x1**3+1.9054529733520247,C*x1**3+C,NA,NA,NA,NA,NA
134,1.8446237170993935*sin(-0.09171140048221371*exp(1.7847345137429733*x1)*-1.400005578812414*cos(0.8523284190432681*x1+-2.087105390721418))+-0.9047781993888506,C*sin(C*exp(C*x1)*C*cos(C*x1+C))+C,NA,NA,NA,NA,NA
135,1.3636018983359777*cos(-1.6432273969383648*cos(-0.7144607715769147*x1+0.5255791771509863))+-0.8142812797445429,C*cos(C*cos(C*x1+C))+C,NA,NA,NA,NA,NA
136,-0.009820599808040065*sin(-1.3290332961630928*sin(0.8230446980317052*x1))+2.045589548848453,C*sin(C*sin(C*x1))+C,NA,NA,NA,NA,NA
137,-1.6949070608400794*sin(1.537377090043433*x1)+1.8652762964484482,C*sin(C*x1)+C,NA,NA,NA,NA,NA
138,-1.0229414885347414*cos(-1.2076869663046308*exp(-2.0907165984550433*x1)*-0.5151447762837833*cos(0.5131456750669803*x1))+-1.6767449434029107,C*cos(C*exp(C*x1)*C*cos(C*x1))+C,NA,NA,NA,NA,NA
139,1.318702012979485*x1+-1.123396864612638,C*x1+C,NA,NA,NA,NA,NA
140,-1.6751484651889799*x1+0.020925017193248685,C*x1+C,NA,NA,NA,NA,NA
141,0.938831109744465*x1+-1.1273947322748252,C*x1+C,NA,NA,NA,NA,NA
142,1.9360463490259803*x1+0.2847806631309604,C*x1+C,NA,NA,NA,NA,NA
143,1.3625040484735012*x1+-0.6318004489688724,C*x1+C,NA,NA,NA,NA,NA
144,0.37112527607250456*x1*1.4485953216487957*log(1.2799217494003008*x1+1.592767378231732)+1.6694126537566314,C*x1*C*log(C*x1+C)+C,NA,NA,NA,NA,NA
145,-0.9985472013840833*log(1.7267659313874213*cos(0.6790998151948227*x1+0.9876076151844173))+0.3091356342036713,C*log(C*cos(C*x1+C))+C,NA,NA,NA,NA,NA
146,-0.5410383738470941*x1**2+-1.7751268070353021*x1+-0.1755395695520654,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
147,0.851592987162543*cos(-0.9941166631606475*x1)**4+-1.4517092633173772,C*cos(C*x1)**4+C,NA,NA,NA,NA,NA
148,-0.8930576195485982*x1+-0.639432433166462,C*x1+C,NA,NA,NA,NA,NA
149,-0.13273468570109204*sin(0.8037995396995727*x1+1.3097971711850662)**3+-0.5069121522988946,C*sin(C*x1+C)**3+C,NA,NA,NA,NA,NA
150,-1.1834362556611868*x1+-0.16129132445424466,C*x1+C,NA,NA,NA,NA,NA
151,-1.6695722607020071*x1+-1.5069321628035999,C*x1+C,NA,NA,NA,NA,NA
152,1.451195641661382*x1+-1.8659555732660849,C*x1+C,NA,NA,NA,NA,NA
153,0.842043729213096*exp(-1.6626710607448312/x1)+-1.6310671779383021,C*exp(C/x1)+C,NA,NA,NA,NA,NA
154,0.6916902774702334*exp(-0.6056188402320188*exp(0.9347700331361506*x1))+-0.5063334389380139,C*exp(C*exp(C*x1))+C,NA,NA,NA,NA,NA
155,-1.621338374243724*x1**2+1.2582922529161227*x1/-1.7996157317591235*sin(0.22678170371272754*x1)+-1.4066741399880571*sin(-1.4018628445007568*log(-1.339090484904042*x1)+1.8125575675851104)+0.4222180602109429,C*x1**2+C*x1/C*sin(C*x1)+C*sin(C*log(C*x1)+C)+C,NA,NA,NA,NA,NA
156,1.8920206383448988*x1+-1.8516797097741975*sin(-0.6261210311993537*x1)+-0.1302194216617114,C*x1+C*sin(C*x1)+C,NA,NA,NA,NA,NA
157,-1.9527016601186307*sin(-0.29054333867347637*x1**3)+-0.9916509345052946,C*sin(C*x1**3)+C,NA,NA,NA,NA,NA
158,1.1259838489575853*cos(-0.12117075245309872*x1)+0.6619640683879506,C*cos(C*x1)+C,NA,NA,NA,NA,NA
159,-1.9258246184117216*x1+-1.8030898138058644,C*x1+C,NA,NA,NA,NA,NA
160,1.5063522710502082*x1/(0.20705325567600852*x1+1.6993080521870674)+-0.02781117432344349,C*x1/(C*x1+C)+C,NA,NA,NA,NA,NA
161,1.0559079950983103*log(0.6173247212086603*x1)+1.9182646366082738,C*log(C*x1)+C,NA,NA,NA,NA,NA
162,1.3867589460193286*cos(0.733314725848182*x1+0.8639305938817325)+-0.7407042616790771,C*cos(C*x1+C)+C,NA,NA,NA,NA,NA
163,-0.6231138742445634*x1+-1.4897325012797755,C*x1+C,NA,NA,NA,NA,NA
164,0.1378417083340988*log(0.5882399719244167*x1)+1.504473998829472,C*log(C*x1)+C,NA,NA,NA,NA,NA
165,0.9713341343072965*x1*-0.14775141384564638*log(1.20616961451594*x1+0.9104998006330018)*-1.3613506881299762*cos(0.3127410139801876*x1+0.601443304751557)+-1.3506849356373345*x1+-0.7614533371646843,C*x1*C*log(C*x1+C)*C*cos(C*x1+C)+C*x1+C,NA,NA,NA,NA,NA
166,0.2708758220378855*x1**2+0.2655535429570768*x1*0.8595744090638022*log(-1.917994105680095*x1)+-1.9703680123135814*x1+1.7630679214963294,C*x1**2+C*x1*C*log(C*x1)+C*x1+C,NA,NA,NA,NA,NA
167,-1.5265479305867968*cos(1.6010047577422455*x1+-1.3199403743284828)+-1.8569462339459788,C*cos(C*x1+C)+C,NA,NA,NA,NA,NA
