test_index,true_equation,true_skeleton,predicted_equation,predicted_tree,predicted_y,rel_err,dsr_time
12,0.43438240196065614*cos(-1.5554773549906409*sin(1.2656648585546821*x1**2))+-1.6475180980418571,C*cos(C*sin(C*x1**2))+C,log(-0.265),log(-0.265),"[-1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026
 -1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026
 -1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026
 -1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026
 -1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026 -1.3271026]",0.004181809808219155,78.51649785041809
13,-0.3319396938543726*cos(-0.8581845432374913*x1**2)+-1.0856866802198013,C*cos(C*x1**2)+C,log(-0.309),log(-0.309),"[-1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906
 -1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906
 -1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906
 -1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906
 -1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906 -1.17325906]",0.008383859190492695,78.98616766929626
14,0.9582296954827147*sin(-1.7951802905525134*x1+0.3582133128654994)+-1.5980431617914523,C*sin(C*x1+C)+C,"log(sin(sin(log(sqrt(sin(sqrt(sin(add(sin(0.702), X0)))))))))","log(sin(sin(log(sqrt(sin(sqrt(sin(add(sin(0.702), X0)))))))))","[-1.62035305 -1.84949965 -0.86475175 -0.89691746 -0.19820808 -1.3224231
 -1.88190166 -1.20034818 -1.61804959 -1.86260514 -0.98536372 -0.66302181
 -0.42585927 -1.58099865 -2.30244642 -1.92634264 -1.40062696 -0.45341253
 -1.29994583 -0.75577792 -1.19647791 -0.7188692  -1.84255199 -1.15758983
 -1.78487554 -2.27558829 -2.23205936 -1.52488932 -1.12867782 -1.36388678]",0.050931720690483934,87.0492935180664
15,0.8736769186325382*x1+-0.3590706649583666,C*x1+C,"add(-0.366, mul(X0, log(exp(div(0.848, 0.975)))))","add(-0.366, mul(X0, log(exp(div(0.848, 0.975)))))","[-3.53116214 -4.44921066 -3.87851225 -3.55193831 -4.06933838 -4.52578307
 -3.49519391 -4.23670146 -4.62215042 -4.41716211 -3.9523848  -3.63841027
 -2.98866101 -4.18700944 -3.61328747 -3.29644626 -3.41252402 -3.72138493
 -3.96918159 -4.36564045 -3.03594776 -4.70535638 -3.5950821  -3.84279853
 -4.17959766 -3.90173863 -4.2804812  -4.59836854 -3.51107247 -3.78001419]",6.321826211457182e-06,33.7643985748291
16,1.3049689218428124*x1/(-0.9278417508543353*x1**5+1.6318394044547007*x1**4+-0.6855334655550029*x1**3+-0.2739879462558208*x1**2+0.34477955566345075*x1+1)+1.3144935716432782,C*x1/(C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+1)+C,"sqrt(add(sqrt(add(X0, log(log(X0)))), log(log(X0))))","sqrt(add(sqrt(add(X0, log(log(X0)))), log(log(X0))))","[1.49385549 1.59530122 1.53266975 1.51827169 1.55300799 1.3507891
 1.44602312 1.55337589 1.59257434 1.45907683 1.57232753 1.53310703
 1.54382389 1.47332392 1.49399418 1.46832454 1.38816504 1.5889573
 1.51528155 1.43520599 1.49062394 1.58712067 1.56139412 1.4227587
 1.60147128 1.55900552 1.38465533 1.4954934  1.35500471 1.38136014]",0.0059425023116828546,82.02358746528625
17,1.0910579146539963*x1+0.10384736994035748,C*x1+C,"div(add(0.095, X0), sqrt(0.826))","div(add(0.095, X0), sqrt(0.826))","[-4.81524023 -4.70777115 -5.35493611 -3.78040767 -5.26185181 -4.32296268
 -4.88941401 -4.51098222 -5.20485386 -4.98555893 -3.20607286 -3.45335374
 -4.47686754 -3.72521115 -4.95539813 -4.40496199 -3.8326456  -3.47495861
 -3.66154383 -3.88567593 -4.2561244  -4.03248967 -4.66717616 -4.89814728
 -5.12656176 -3.67764939 -3.47960731 -4.1611255  -5.23344416 -3.75258853]",5.4011815870539675e-05,24.81981062889099
18,-1.2129668061875947*log(1.5787269683788314*x1+1.0767307064631768*sin(2.0682467921882703*x1)+-1.8972943005503813)+-1.9130247928503439,C*log(C*x1+C*sin(C*x1)+C)+C,"sin(add(mul(-0.528, X0), sin(sqrt(exp(exp(X0))))))","sin(add(mul(-0.528, X0), sin(sqrt(exp(exp(X0))))))","[-0.02984062  0.45615913  0.55260105 -0.27648099  0.45208195  0.25270593
 -0.28649585  0.2829029  -0.2566915   0.21060824  0.13074647 -0.01080319
 -0.02999627  0.26579948  0.27433248  0.48941464 -0.09474501 -0.27326749
 -0.06066186 -0.30988699  0.58838192 -0.26629379  0.48744124  0.53294108
  0.44916358  0.02294346 -0.21163238  0.11296679  0.64724303  0.52915059]",0.1292950693298094,91.37036919593811
19,-1.9710327169599222*x1/(0.12723228833455735*x1+1.0544501714143553)+1.3521821679649841/(-0.747868082500261*x1+0.3840372033388597)+-2.023045407189973,C*x1/(C*x1+C)+C/(C*x1+C)+C,"add(add(add(div(X0, -0.419), div(-0.276, add(div(X0, 0.523), -0.824))), sin(-0.914)), -0.276)","add(add(add(div(X0, -0.419), div(-0.276, add(div(X0, 0.523), -0.824))), sin(-0.914)), -0.276)","[ 8.81558971  9.27299434 10.0866826   8.1347121   6.3284783  10.61989254
  6.23856818  9.9910569   9.91940881  6.99862246  6.97905612  6.62651502
 10.81139912  7.06642262  8.52812914  9.16286401  7.98421922  7.37896169
 10.1799445   7.56471907  9.66457566  8.14473587  7.81742582  6.62341669
  7.39555726  9.5645446  10.32456665  7.06669179  9.33797317  6.79321495]",0.39164407913420435,90.7990243434906
20,-1.0216724214786184*x1**2+1.2207408268811997*x1+-1.5709105474335452*cos(0.8326770372865266*x1)+0.8102598800169982*exp(-1.2754875630190106*x1)+1.4566590231679566,C*x1**2+C*x1+C*cos(C*x1)+C*exp(C*x1)+C,"div(sqrt(add(add(X0, X0), sqrt(sin(0.417)))), exp(X0))","div(sqrt(add(add(X0, X0), sqrt(sin(0.417)))), exp(X0))","[175.73807127 304.59264586 205.19850468 289.43584537 303.92769427
 251.20962916  76.42493832  53.09433305 152.54676149  82.91543253
 417.97173757 148.49083104 139.86457447  54.90538879 266.58999587
 116.59048675 142.44514934  79.96748029 166.15139621  95.48483232
 205.96823831 153.36763973 219.92161606  78.17794213  66.45810625
 244.63312727 143.92599845 251.28125772 321.66457042 422.04808703]",35.275971369028944,104.3706727027893
21,1.1184279868798837*sin(2.0056448059939016*x1/(-1.063756449293657*x1)+1.6062303858053997*sin(0.435142703016262*x1+-1.1071497457562163))+-1.7110198397499667,C*sin(C*x1/(C*x1)+C*sin(C*x1+C))+C,"log(div(log(0.813), add(sqrt(log(X0)), X0)))","log(div(log(0.813), add(sqrt(log(X0)), X0)))","[-2.5648309  -2.39725243 -2.84686686 -2.74556426 -2.73836465 -2.86438528
 -2.83889938 -2.85931531 -2.86975619 -2.57986135 -2.63308968 -2.75365474
 -2.73720576 -2.32506467 -2.84397773 -2.64116154 -2.40785428 -2.39563827
 -2.79759412 -2.31166374 -2.31454342 -2.44684522 -2.36661366 -2.65761331
 -2.88336381 -2.82914442 -2.4551127  -2.77289128 -2.86660234 -2.70505789]",0.0017487943042551464,89.27789211273193
22,0.10243088280083823*cos(1.6077691003989725*log(0.7665000076511457/x1))+-1.149343795418429,C*cos(C*log(C/x1))+C,log(0.292),log(0.292),"[-1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351
 -1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351
 -1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351
 -1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351
 -1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351 -1.23005351]",5.409554281668876e-06,77.95337724685669
23,-0.5763828366525079*x1+1.2980193421748623*x1/(-1.6129867379583194*x1+1.8122368447728365)+-1.2508052613585514,C*x1+C*x1/(C*x1+C)+C,"log(div(0.244, add(exp(X0), sqrt(-0.084))))","log(div(0.244, add(exp(X0), sqrt(-0.084))))","[-0.2323872  -0.25172792 -0.20701475 -0.22753185 -0.27740893 -0.26564888
 -0.295466   -0.20119908 -0.23639068 -0.19859279 -0.2724536  -0.21684499
 -0.21104314 -0.22296794 -0.21339762 -0.20099262 -0.20054441 -0.20150323
 -0.26115355 -0.30783172 -0.22786286 -0.24126256 -0.22453736 -0.21264843
 -0.28528658 -0.27019199 -0.21195588 -0.2424636  -0.21063715 -0.22278318]",0.1925249163693004,112.06183457374573
24,-1.6214787667858037*log(0.28148752830887425*log(-0.16493767432862905*x1+-1.9388953456594848))+-1.9251914027941228,C*log(C*log(C*x1+C))+C,"mul(sqrt(mul(0.324, exp(sqrt(sqrt(log(add(log(0.553), log(-0.409)))))))), div(div(X0, X0), exp(-0.759)))","mul(sqrt(mul(0.324, exp(sqrt(sqrt(log(add(log(0.553), log(-0.409)))))))), div(div(X0, X0), exp(-0.759)))","[1.80803866 1.80803866 1.80803866 1.80803866 1.80803866 1.80803866
 1.80803866 1.80803866 1.80803866 1.80803866 1.80803866 1.80803866
 1.80803866 1.80803866 1.80803866 1.80803866 1.80803866 1.80803866
 1.80803866 1.80803866 1.80803866 1.80803866 1.80803866 1.80803866
 1.80803866 1.80803866 1.80803866 1.80803866 1.80803866 1.80803866]",1.32865601411237e-08,10.106961250305176
25,1.248417784148364,C,sqrt(exp(0.439)),sqrt(exp(0.439)),"[1.24514948 1.24514948 1.24514948 1.24514948 1.24514948 1.24514948
 1.24514948 1.24514948 1.24514948 1.24514948 1.24514948 1.24514948
 1.24514948 1.24514948 1.24514948 1.24514948 1.24514948 1.24514948
 1.24514948 1.24514948 1.24514948 1.24514948 1.24514948 1.24514948
 1.24514948 1.24514948 1.24514948 1.24514948 1.24514948 1.24514948]",1.5621389094655554e-06,5.17586612701416
26,-1.592481488813537*exp(-1.229133158165314*cos(1.016693571360121*x1+-1.5651343162243039))*-1.6689718609181519*sin(1.7789734430584954*x1+-1.028958961022792)+1.4370386517911737,C*exp(C*cos(C*x1+C))*C*sin(C*x1+C)+C,"div(add(sin(add(X0, X0)), mul(div(X0, 0.670), sin(X0))), sin(exp(sin(X0))))","div(add(sin(add(X0, X0)), mul(div(X0, 0.670), sin(X0))), sin(exp(sin(X0))))","[ -7.92941264  -4.70574168  -9.16482269  -1.73064149 -16.32908464
  -1.06470343  -0.74103617 -13.33994019 -11.6712121   -0.30083169
  -3.17853183  -2.64752304  -1.69486892 -10.01753152 -13.81745942
  -1.23375377 -17.00836471 -16.75136551   0.86558786 -14.80992943
 -15.18183532  -4.64874419  -7.36576864 -15.61331356  -3.7289176
 -13.88000555  -9.52049266  -8.33673798 -10.7298728   -6.1850907 ]",23.334444856442015,105.50548195838928
27,-1.2813009767441328*x1**2+0.0839843813932788*x1**5+0.01905321902310142*x1**4+-1.9649078463534584*x1**3+1.0615420783624203*x1**2+0.5303889406454063*x1+0.6756718198376075,C*x1**2+C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+C,"add(mul(add(X0, div(X0, -0.094)), log(add(X0, -0.083))), div(div(0.706, add(X0, -0.109)), log(X0)))","add(mul(add(X0, div(X0, -0.094)), log(add(X0, -0.083))), div(div(0.706, add(X0, -0.109)), log(X0)))","[74.43765984 49.20552164 51.76735249 46.80366361 71.73818049 75.03235837
 71.74612558 51.28662239 58.29045599 60.79308678 76.41431866 37.26771075
 51.69708556 75.14192812 32.41310455 33.78976614 45.40701032 63.44723449
 41.16911646 48.18805025 42.92982916 51.81648303 37.3770159  39.56203451
 38.86997781 68.62914523 68.42559611 63.01159174 69.73896034 40.51218073]",11.213666407998524,107.96190285682678
28,0.6367952389023905*sin(2.0800731131635533*cos(-1.3255347396948407*x1))+-1.8932018508083075,C*sin(C*cos(C*x1))+C,"log(sin(sin(sin(sin(sin(div(0.203, X0)))))))","log(sin(sin(sin(sin(sin(div(0.203, X0)))))))","[-3.00249375 -2.72964408 -3.03827034 -3.13633673 -2.90615208 -3.08388938
 -3.15530481 -2.72038831 -2.78438652 -3.17185759 -2.74861611 -3.10629664
 -2.93599941 -3.01591518 -3.17661385 -2.92654529 -3.03248072 -3.17104661
 -2.88532422 -3.02958274 -2.78215904 -3.08061709 -2.87923846 -2.79967003
 -3.06299679 -3.01302177 -3.04891366 -3.04420458 -3.17009453 -3.13520183]",0.26298160288641786,87.27394890785217
29,-1.6909618407160836*cos(-1.1302630587847213*x1+1.263619484233676)+1.2777283637816161,C*cos(C*x1+C)+C,"add(sin(div(X0, -0.829)), sqrt(add(-0.958, X0)))","add(sin(div(X0, -0.829)), sqrt(add(-0.958, X0)))","[1.18897768 2.12338389 1.29837606 1.41484896 1.52322822 1.67213274
 1.22058071 1.47849057 2.07597909 1.2021901  1.38074495 1.27164195
 1.98567982 1.65725839 1.49480174 1.23340731 1.18843063 1.20308903
 1.18970663 1.37832227 1.80105774 1.21127272 1.47991058 1.1883053
 1.23095709 1.20042784 1.41345572 1.23282423 1.34196383 1.59243783]",0.6894423300089791,90.79643821716309
30,-0.3740214418659873*cos(1.6840357962162464*log(0.3519931794036699*x1+-1.3686406871830796)+0.5014966180453904*exp(0.3464999499649841*x1))+1.2457738675126184,C*cos(C*log(C*x1+C)+C*exp(C*x1))+C,exp(0.460),exp(0.460),"[1.58437775 1.58437775 1.58437775 1.58437775 1.58437775 1.58437775
 1.58437775 1.58437775 1.58437775 1.58437775 1.58437775 1.58437775
 1.58437775 1.58437775 1.58437775 1.58437775 1.58437775 1.58437775
 1.58437775 1.58437775 1.58437775 1.58437775 1.58437775 1.58437775
 1.58437775 1.58437775 1.58437775 1.58437775 1.58437775 1.58437775]",0.00011839927697860466,83.82882738113403
31,0.610470877364155*x1*2.042305985436182*cos(0.6505108748817934*x1+0.9122765929036625)+1.481051038318574,C*x1*C*cos(C*x1+C)+C,"add(sin(log(log(mul(sqrt(exp(mul(X0, 0.404))), sin(mul(0.180, X0)))))), sin(add(X0, 0.670)))","add(sin(log(log(mul(sqrt(exp(mul(X0, 0.404))), sin(mul(0.180, X0)))))), sin(add(X0, 0.670)))","[-0.36328142 -0.28133007 -0.23273998 -0.35639565  0.29991128  0.46410543
  1.03671587  0.15636588  0.59861449  1.00366247  0.56870064  0.96756104
  0.90945992  0.15238485  0.17935397  0.8243968   0.48249025  0.72352915
 -0.04247077  0.05083287  0.67864031 -0.0932906   0.72468314  1.13255816
  0.80357068  0.10125384  1.14960506 -0.32040277  0.99407708  1.00459998]",0.3623858771346177,90.80990505218506
32,-0.31916927299211184*sin(-0.5533883684816931*x1**4)+1.3173316862598665,C*sin(C*x1**4)+C,exp(0.279),exp(0.279),"[1.32228917 1.32228917 1.32228917 1.32228917 1.32228917 1.32228917
 1.32228917 1.32228917 1.32228917 1.32228917 1.32228917 1.32228917
 1.32228917 1.32228917 1.32228917 1.32228917 1.32228917 1.32228917
 1.32228917 1.32228917 1.32228917 1.32228917 1.32228917 1.32228917
 1.32228917 1.32228917 1.32228917 1.32228917 1.32228917 1.32228917]",0.005871374167341681,83.09572577476501
33,-0.5768290302484407*exp(-1.316286657414346*x1)+2.03621962163839*exp(0.9907757274692632*sin(-1.631370311099158*x1+1.0905210803188314))+2.0449791941315536,C*exp(C*x1)+C*exp(C*sin(C*x1+C))+C,"add(add(X0, 0.885), add(sqrt(mul(log(div(add(exp(0.369), sqrt(0.885)), mul(X0, X0))), sin(log(mul(-0.665, X0))))), div(log(div(add(exp(0.369), exp(0.369)), mul(X0, add(X0, -0.566)))), exp(X0))))","add(add(X0, 0.885), add(sqrt(mul(log(div(add(exp(0.369), sqrt(0.885)), mul(X0, X0))), sin(log(mul(-0.665, X0))))), div(log(div(add(exp(0.369), exp(0.369)), mul(X0, add(X0, -0.566)))), exp(X0))))","[ -98.61184184 -167.79613649  -31.01859206  -45.67228949 -182.78407791
  -48.53880862 -128.35888589  -37.71859093  -99.24974775  -35.62858652
 -194.45427239  -46.00421016  -94.00607415 -288.62926342  -74.94308776
 -119.38293572 -119.18187793 -235.13610105  -85.03796296 -117.22592745
 -108.52117807 -219.57948692 -264.85404863 -135.31963262 -154.78775662
  -63.36985725  -33.23435429 -103.36835995  -64.81201395  -44.548652  ]",33.90616982034361,132.58461737632751
