test_index,true_equation,true_skeleton,predicted_equation,predicted_tree,predicted_y,rel_err,dsr_time
122,-0.2561809298705773*x1**2+1.567092047269678*x1+-0.8112714670688943,C*x1**2+C*x1+C,"add(X0, -0.796)","add(X0, -0.796)","[-4.27512609 -5.7205924  -4.88539462 -4.74525966  3.96352225 -4.9572957
 -3.85247489  2.81600159 -4.06888352  3.65539619  2.50974067 -4.95749602
 -4.88869107  2.31154948  4.06580928  2.35911583  2.80904804 -4.11779894
 -4.12591667  2.24498215  3.164622   -5.48031048 -5.06579727  3.63618246
  3.92902031 -5.36713167 -3.87222627  2.71113293 -4.78507715  3.25189608
  2.97852184  3.67676736 -3.91869349  2.31018217  4.05760855  3.19139976
 -4.22966343  2.86378293 -4.75209744  3.93842286  3.50501662 -5.11715395
  3.52054998 -5.28596279  3.97997273  4.02662488  3.713495   -4.41817011
  3.13619985 -4.02834438  3.21444276 -4.94211104  3.24328047 -5.00219002
  3.99493912 -4.83434517]",0.25970882141164475,9.11714506149292
123,0.5170279393246506*x1+-2.086460047684013*x1/(-1.814317453597958*x1)+-0.21342303943415386/(-1.3903649209101565*x1)+-1.7711906659160248,C*x1+C*x1/(C*x1)+C/(C*x1)+C,"add(mul(sqrt(-0.320), X0), -0.568)","add(mul(sqrt(-0.320), X0), -0.568)","[ 1.80956525 -3.24567226  1.86549186  2.17800303 -3.07400522  1.61749617
 -2.55390419 -2.2674799  -3.27641094 -3.31722671  1.25524699  1.60625411
 -2.8415299  -2.91565524  1.1906548   2.25627384  1.86093543  1.64019917
  2.21482868  1.46783997 -3.18070032 -2.27354193  2.23090472 -3.0929546
  1.91987643  1.98406799 -2.69517561 -2.81957877 -2.35100809  1.71066601
 -2.91420639  1.80417304 -2.80895127  1.81989742  1.24599851 -2.82638113
  2.23524899  1.64197423 -2.61246834 -3.15258281 -3.3300808   2.07407318
 -2.94050991  2.15481245 -2.77773142  2.21784493  1.72208321  1.36206502
 -2.98629176  1.32139502 -2.76927777 -3.37432828 -2.4415293  -2.56634253
  2.15012045 -2.2701269  -2.77733635 -3.15185605  1.1584761  -2.69035703
  1.7551742   1.3284587   1.69167805 -2.79428    -2.95107031 -3.3287992
 -3.34856661  1.70254206  1.58987845  1.71776317  2.15902955  1.60431783
 -3.15414562 -2.93050469  1.13246424 -2.6866293  -2.37342235  2.16818026
  1.74129085  1.75960222  1.68749562 -2.76945037 -3.20513641  2.02871526
  2.17760746 -2.6234053  -3.26174741  1.53641194 -3.32741106  1.72109456
 -2.63864145  1.82082084 -2.72723633 -2.35200613  2.020201    1.89269513
  1.49705588 -2.76623476 -2.8168316   2.06920796 -2.67460424 -2.90200804
 -2.84728917  1.37580076 -2.639527   -2.92798135 -3.12114306 -2.3122838
  1.57072062 -3.3458994   1.18415784 -2.81811579  1.33605075 -3.25020965
 -2.68414966  2.24346792  1.56042638  1.29367025  1.78323974 -2.55044037
 -2.75022894 -2.57127057 -3.33587398  2.16823445 -2.7146644   1.42540654
  2.05486086  1.83593794  2.05008032  1.95391197  1.30215072  2.03229256
  1.84435932 -2.78388409]",0.001160253760899392,9.68568754196167
124,1.007428317603455*sqrt(-2.098219658806272*abs(0.17078389528935878*log(-0.8235969055224766*x1**4+0.7620785668224159*x1**3+1.3406560591610597*x1**2+-1.426274337093473*x1+0.7255844726916578)))+-1.3940772851233953,C*sqrt(C*abs(C*log(C*x1**4+C*x1**3+C*x1**2+C*x1+C)))+C,-0.814,-0.814,"[-0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425 -0.81380425
 -0.81380425 -0.81380425]",0.598848266223646,8.927222490310669
125,1.0306297498961547*x1*-1.0066565679225872*exp(0.30420842002725124*x1)+1.1612163563132172*exp(0.24422867020288264*x1)*-0.38590987755554584*log(0.3099390304610812*x1+-1.5038126723863696)+-0.9057940787720384,C*x1*C*exp(C*x1)+C*exp(C*x1)*C*log(C*x1+C)+C,"add(mul(mul(sin(-0.589), exp(exp(-0.445))), sqrt(add(exp(X0), add(exp(X0), exp(X0))))), exp(-0.445))","add(mul(mul(sin(-0.589), exp(exp(-0.445))), sqrt(add(exp(X0), add(exp(X0), exp(X0))))), exp(-0.445))","[ -7.72181435 -19.0585875   -8.55281645  -9.52617237   0.37622469
   0.30124348  -8.66615506   0.47321661   0.46299501   0.28814758
 -11.27537637 -14.54807918   0.44567388   0.45769277   0.41058023
 -18.69156594   0.40352536 -17.25546535 -18.45561208   0.36711617
   0.28294348 -12.31884713  -8.91457206 -15.82049123   0.47132626
 -10.34975777 -13.04008513   0.38391514   0.44362361   0.43325333
   0.45305727   0.38406702  -8.8154575  -12.56462825 -20.10142149
   0.48479359   0.39071586   0.26654146 -18.61023516   0.4361518
  -9.0031086  -18.26828205   0.28009816 -19.63864213 -17.64045609
   0.47205024 -12.68795279   0.28002328   0.25109667   0.31775054
 -11.72819978  -9.63012363 -10.18408326  -9.27681001 -12.66910138
  -8.16570239 -11.03686792 -13.61598318   0.46020195  -8.02251783
  -7.88743264 -12.1205436  -17.51828394 -10.65850224  -8.38433068
  -8.11383179 -18.42138174  -8.69484138   0.32200092 -12.50830906
   0.42540502   0.47452019]",0.01184681932300978,12.67923617362976
126,-0.1146467445828303*x1**2+1.1415531072447096*x1+0.8029089012654853,C*x1**2+C*x1+C,"add(X0, 0.786)","add(X0, 0.786)","[-3.79507698 -2.55275294  5.01263426 -3.75014754  4.96584828  4.64158987
  5.37343802  5.51692038 -2.80008719 -2.98648733  4.63646556  5.13280825
 -4.19641189  3.9347827   4.93604937  5.41517346 -3.35200175  5.51357865
 -3.39007026  4.62290344 -2.50609503  5.55648916  4.83923785 -3.38449783
 -4.02619588  4.14661621  4.5488913  -2.83624889  4.4527198  -2.86516093
 -3.26354266  5.3285477   3.78853645  4.62467128 -3.60353356 -3.88506634
 -2.45266209 -3.78006924 -2.43560671  4.19129553 -4.13266868 -3.19567635
  5.29624526  5.05694988 -3.29934896 -2.41072074 -2.99480971 -3.95325336
  5.0233479   4.43870746 -3.42129345 -2.85340225 -2.52486859 -4.20617884
  4.18239418  4.98452616  4.91187595  4.83735013  4.75485025 -4.0326268
 -2.70694667  5.55705118 -2.49562005 -3.09654257  4.46239235 -2.62670669
 -3.30911857  4.86453843  5.283015   -2.50463435 -3.48568103  5.33279359
  4.79905999 -2.40109886  5.33825677  3.98221355  4.81491819  3.95516976
 -2.28349924  5.63595436  4.195054   -3.03840809 -3.28060679  4.04504005
  4.91657685  3.89651915  4.07367597  4.19489321  5.62073    -3.61882204
 -2.3837238   5.08002927 -3.4768782   4.59687086 -3.46498694  4.82842889
 -4.07309871  5.27903253  4.71448179  4.96704025 -3.18423278  4.10280553
 -3.59456272 -2.31063305 -3.65091238 -4.01803498  4.2278151  -3.73414515
  4.85859874  4.69876378 -2.90952177 -4.18293819 -3.31581064  5.19380709
  4.43251948  4.75142364 -2.76312644 -2.54147407  5.37109673  4.84485867
 -2.48310412 -2.66130741 -4.16213257]",0.05937447645581562,9.065857648849487
127,0.3381599902927763*sqrt(-0.7495188898448295*abs(0.36058008645399475*log(-1.9932358632524079*x1)))+-1.7744103817992953,C*sqrt(C*abs(C*log(C*x1)))+C,log(0.206),log(0.206),"[-1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315 -1.5822315
 -1.5822315]",0.00016926466465692186,9.443392515182495
128,-1.6494544915421696,C,"div(exp(-0.907), log(0.784))","div(exp(-0.907), log(0.784))","[-1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581 -1.65687581
 -1.65687581 -1.65687581 -1.65687581 -1.65687581]",4.173829277385598e-06,3.181123733520508
129,2.0336815952483867*cos(-1.7031407288786917*x1+-1.6433247215358882*sqrt(-0.7141006456543519*abs(1.9319818862602216*x1)))+-0.6511640197347228,C*cos(C*x1+C*sqrt(C*abs(C*x1)))+C,"sin(log(div(div(X0, log(add(-0.929, X0))), exp(X0))))","sin(log(div(div(X0, log(add(-0.929, X0))), exp(X0))))","[-0.74044993 -0.54969402 -0.82897616  0.07360037 -0.69978652  0.06774913
  0.32273261  0.1097664  -0.32310694 -0.8933234  -0.69319528 -0.40471558
 -0.99543287 -0.99980526 -0.68318507 -0.99982233 -0.97335248 -0.07416262
 -0.97725995 -0.69165736 -0.91039077 -0.99974649 -0.66914131 -0.70401829
 -0.67857098 -0.73356622 -0.94900071 -0.79145548  0.52902525 -0.64321473
 -0.84654177 -0.92865084 -0.98941246  0.41634593 -0.99245707 -0.92477394
  0.0315133  -0.23222087 -0.92434299 -0.48190104 -0.94324862 -0.96245259
 -0.41401306 -0.96684911 -0.97570926  0.32579605 -0.99999732 -0.22706477
 -0.76817595 -0.98229881 -0.92399101 -0.99964413 -0.11088583 -0.80143784
 -0.87223425 -0.99669776 -0.75345653 -0.99463692 -0.73978021 -0.4701705
 -0.78177534 -0.64874518 -0.40927052 -0.36830488 -0.45210123 -0.67405009
  0.40118888 -0.04115254 -0.86851111 -0.89833335 -0.86758831 -0.63098399
 -0.62542802 -0.79530087 -0.43360219 -0.90098426  0.0751684   0.25415473
 -0.73780917 -0.14791039  0.44890756 -0.93732714 -0.89704782 -0.64523638
 -0.77533445]",0.09130531178850221,10.83586311340332
130,-1.1363764065669624*x1**2+-1.775618179806123*x1/-1.933880668494047*log(1.4831981136332453*x1)+1.2235172367003053*sqrt(0.758370899982634*abs(-0.639116145853343*cos(-0.8834221560457838*x1)))+-1.5379676551564418,C*x1**2+C*x1/C*log(C*x1)+C*sqrt(C*abs(C*cos(C*x1)))+C,"log(div(add(exp(mul(-0.811, X0)), add(sqrt(0.000), sin(-0.119))), div(-0.961, log(-0.593))))","log(div(add(exp(mul(-0.811, X0)), add(sqrt(0.000), sin(-0.119))), div(-0.961, log(-0.593))))","[-3.53006103 -3.08284014  1.85204954  1.93870411  2.47348444 -4.23529217
  2.20074194 -3.58269593  2.47778076 -3.26310573  2.02572344  2.56807406
 -3.0915662   3.12463731  2.24335087  2.91718467 -3.12874241  3.12287243
 -3.13248941 -4.30028279 -3.05472857  2.3718375   2.67741754  2.42459685
  2.07454437 -4.32778962 -3.11043324  2.86003372 -3.24591272 -3.60171915
 -3.44059575  2.40445903 -3.83227287  2.90805006 -3.10385142 -3.15020403
 -3.72875745 -3.46961225  3.05300649  2.28131751 -3.05325483  2.91201156
 -4.5095897  -3.55796878  3.01239439  1.89317919  3.1345061   2.30061068
  2.7518614  -3.24912567  3.35294876 -3.68118595  2.47218421 -3.31842885
  2.22891058  2.7628451   3.24622906  1.83021561  1.81498132  3.00022069
 -3.34527659  3.43461023 -3.06226218 -3.14031992  1.91766411 -3.03729572
  2.26970328 -3.34760259  3.41315124 -3.81038555  2.34504608 -3.0511242
  2.05730232 -3.17956895  2.90085611]",0.833250239290223,12.616917610168457
131,1.8887602251026956*log(2.047131142684153*log(-0.390384495611775*x1+0.07659503797235212))+-0.009251984921244016,C*log(C*log(C*x1+C))+C,"log(log(div(div(log(div(X0, -0.713)), log(mul(0.137, X0))), log(mul(0.137, X0)))))","log(log(div(div(log(div(X0, -0.713)), log(mul(0.137, X0))), log(mul(0.137, X0)))))","[ 0.72829777  0.50957152 -0.19374971 -0.37410275  0.74333865  0.89400064
  0.5446764   0.95871733  0.45867049  0.73838901  0.75741728  0.9553315
  0.91751878 -0.22454182  0.55537963  0.62144083  0.54950564  0.25782236
  0.10232987  0.04775958  0.74347555 -0.01798113  0.47168303]",0.2088887702289571,11.741726636886597
132,0.2339726928485817*log(-1.2740703568738043*x1)+1.9435900121319292,C*log(C*x1)+C,"add(div(X0, X0), sqrt(sqrt(X0)))","add(div(X0, X0), sqrt(sqrt(X0)))","[2.38482077 2.48917817 2.44753376 2.39085195 2.39727525 2.31816053
 2.40754781 2.45952329 2.43415524 2.47875016 2.49260475 2.47313202
 2.37495067 2.37278665 2.42106592 2.40080003 2.34650378 2.41493918
 2.4912365  2.35398152 2.45187633 2.3398685  2.49258919 2.39572971
 2.32326858 2.34435458 2.4382988  2.373817   2.32521305 2.43333006
 2.43174215 2.426777   2.47383798 2.40849027 2.40967743 2.49099247
 2.48972982 2.48017145 2.35626153 2.3583505  2.47733449 2.37840393
 2.45472576 2.4215888  2.47468626 2.35274869 2.38970336 2.38067394
 2.42942966 2.45842782 2.47188086 2.44981284 2.37044934 2.47652164
 2.33941375 2.336734   2.41947118 2.49407338 2.4310447  2.47599392
 2.34242601 2.38103436 2.47452311 2.44134261 2.40636485 2.37050153
 2.36709827 2.32872281 2.33094663 2.33279101 2.41390401 2.41061235
 2.43296783 2.43390947 2.44008739 2.3324104  2.41314543 2.47014559
 2.47768384 2.36797946 2.45889253 2.37966841 2.426345   2.35205269
 2.42813794 2.36109864 2.36753428 2.42488105 2.45682536 2.43641038
 2.32978675 2.42096997 2.49349139 2.37886311 2.37206285 2.37869726
 2.45662012 2.4553809  2.32802199 2.41051155 2.37733753 2.43795336
 2.38741827 2.45282744]",0.00034924374980075767,9.72132921218872
133,-0.7821918726060237*x1+0.9532356408395746,C*x1+C,"add(sqrt(-0.878), mul(X0, div(0.646, -0.804)))","add(sqrt(-0.878), mul(X0, div(0.646, -0.804)))","[-2.79265924  4.91273445 -1.95440135 -2.37878387 -1.89286955 -2.98091749
 -1.93834222 -1.71032521  3.80967237  4.08866953  3.97015516  4.38512458
 -1.56562873 -1.92134314  3.35897972 -1.52010943 -2.32404778  4.9192442
  3.64228213 -1.70253865  4.7456125   4.26623692 -2.35505984  4.07667739
  4.36554354 -2.31438188  3.49463052  4.761189   -2.21472239 -1.74408871
 -2.89261241  3.70877257 -2.7778439   4.89635004 -2.22249721  4.68306932
 -2.19025448 -2.01612696 -2.58283937 -2.82779036  3.77760497  3.55256701
  4.31634603  3.9740308  -2.61473609  4.67841771  4.86378874 -2.92238872
  4.24839439  3.86510615 -2.05646584  3.571244    3.70416075 -3.05702598
 -2.10287307 -1.71136511 -2.55026824  4.32198359 -1.52444884 -2.61742531
 -2.81931952 -3.06018684  4.86628006  4.6681229  -2.29345512 -1.50218692
  4.72770199  4.53706746 -1.61163426  4.6639411   3.85895934  4.30300536
  4.22911707  4.30415634  4.0127217   3.99012628 -2.34120784 -2.9060188
  4.88480867 -1.89687771  4.1365682  -1.70367593  4.745107    4.46095612
  3.81295619  3.90123721 -1.84166336 -2.5215543   4.376811   -2.24525276
  3.57269404  3.44256648  3.90554276 -2.99434952  4.55282771 -2.5586197
  4.20482347 -2.76934734 -2.94243121 -2.88728548 -1.57783369 -2.35907659
  3.6411737  -2.38093645 -2.46074987 -2.09592573 -2.26111597 -2.21689923
 -2.57638177 -1.97107661  4.93089771  3.78660568  4.25536135 -2.46318535
 -2.39077471 -1.82566437  4.76789984 -2.08016463  3.37212944  4.532415
  4.59417086 -2.71202322  4.92487814  4.53190115 -2.76812196  4.40793141
  4.81772413 -1.56685102 -2.985609   -1.87522451 -2.59737891 -2.09760902
 -2.38970378 -2.06210954 -2.2981923  -1.76338262  4.46616715 -3.0139075
 -2.8708019   4.38471254  3.75143614  3.79604496  4.32006768  4.89283919
 -2.42372044 -2.60051407 -2.51202997  4.09914561  4.15040997 -2.13965278
  3.45116284 -1.82590834  4.16698074 -1.76508622 -2.80379258 -2.10902141
 -2.57615034 -2.86745545  3.74274046  4.92003733  4.05487444  3.47683963
 -2.28286114 -2.58294611  3.59027197 -1.65213354 -1.82517351 -2.79263267
  4.37679497 -2.53025555 -2.33911066 -1.63104541 -1.68572096 -2.22844227
 -2.52170508  4.72930148  4.83912652 -2.37319419 -2.92865145 -2.32952458
 -1.6081586  -1.50684564  4.79678633  4.54118103  3.54166021  4.51267274
 -1.92612375 -3.07653768 -2.55196615 -2.83268612]",0.000194933593632687,10.763028621673584
134,-0.7846223156111678*x1+2.079765119920331,C*x1+C,"add(sqrt(div(exp(mul(exp(X0), sin(log(-0.540)))), exp(log(-0.540)))), log(exp(sqrt(exp(mul(X0, -0.844))))))","add(sqrt(div(exp(mul(exp(X0), sin(log(-0.540)))), exp(log(-0.540)))), log(exp(sqrt(exp(mul(X0, -0.844))))))","[0.1813959  6.53825709 0.15766796 0.27496124 5.28258006 0.23921172
 0.12862608 0.21771961 0.25449861 0.19561548 5.98906678 0.21048657
 0.2750163  8.75002095 0.20444602 0.25522042 0.14910821 6.59835312
 6.25416492 0.12182614 0.21576976 0.23592024 0.15004646 0.24550232
 5.52370815 8.7734885  0.12142567 9.0897079  0.14019871 7.73660362
 0.13958316 0.20062104 6.70262358 0.14526837 6.42470534 4.893812
 6.70068107 5.81192453 7.87058643 0.15236488 6.58310228 0.2669551
 0.12288459 5.62977889 0.25756605 0.18082492 0.17189644 0.13795687
 5.42860448 5.50679208 0.18255983 8.56295709 6.37764217 0.24564339
 6.697023   5.15386858 0.15438935 6.8761409  0.20923986 7.36686149
 0.12566468 6.00023456 9.43503866 0.1836509  6.6527265  6.91017973
 9.21214821 0.27619466 0.27643409 8.93385956 8.00268158 0.15811518
 0.19043467 8.62843427 6.8484536  0.12434847 0.13024464 5.23861617
 6.30437347 0.14067973 0.17510852 0.25894578 5.5089122  6.61104769
 7.48734578 4.91822266 6.55852422 7.098555   5.16527528 0.2442364
 0.13230564 5.496076   7.87617216 0.23451549 0.26443946 7.42951119
 0.14842039 7.55111614 0.19607085 0.13821734 8.21756143 8.43224088
 6.62911938 7.21926619 0.25870595 0.23403468 0.12313472 5.27484305
 0.18709382 0.19616684 7.58036007 0.18420739 0.18598067 5.41864012
 5.71301244 0.12617541 0.27414403 0.12312136 0.13132798 0.25688798
 5.51255941 7.75690224 0.22316496 0.19618249 5.36449491 0.21438141
 5.0768399  0.13054997 0.16315938 9.02142729 8.74144469 5.76433697
 5.92147417 5.64737264 7.4111034  6.09549618 0.13092949 9.49288517
 9.08693043 8.05446466 0.12861859 7.82014842 7.33720806 6.35884089
 9.17154097 5.45638424 8.81212934 6.15705207 0.22337335 0.14646405
 5.62860824 0.1399189  0.18020831 0.26209778 0.26502554 7.16246934
 0.13377465 5.19619744 0.2183752  7.83103829 0.13602243 0.1334051
 7.24372573 0.13495788 0.2118193  0.19365295 8.20845346 5.68333373
 0.13265993 0.12314067 0.13224974 6.69656977 0.25434734 0.2008532
 0.24767508]",0.054101816429998874,14.395557403564453
135,-0.5087652705479433*x1+-0.8750942580296359,C*x1+C,"add(-0.809, log(sqrt(div(sqrt(sin(-0.850)), exp(X0)))))","add(-0.809, log(sqrt(div(sqrt(sin(-0.850)), exp(X0)))))","[ 1.28240153  1.01472909  1.34768571  0.87496088  0.95547053 -3.29796034
  1.53865583  1.35437074  1.61223157  1.00711237 -3.2621627   1.4828797
 -3.0995915   0.68058154  1.11718606 -2.8667769  -2.84771033  0.97484736
 -3.33815357  0.79486912  1.01666838 -3.23711248  0.83926281  1.5883887
 -2.73690373 -2.92216835  1.57009401  0.79843865  1.49763979 -2.77510906
  1.29448273 -2.67234048  1.1984111  -2.85635897  1.14966671  1.56442731
 -3.27224899  0.94550596  1.16575549  1.1263153  -2.59151252  1.24243292
  1.523475   -2.52794036  0.84755968  0.93245546  1.03184495  1.00660156
 -3.06728543  0.63029781  1.59715059 -3.28796609  0.83193704  0.83947222
  1.11897612  0.89774868 -2.57893456 -3.05849385  1.25175513 -3.07747271
  1.23668754  1.01201574 -2.94541744 -2.73877743  0.70342923 -2.40615787
 -2.89017529 -2.76855521 -2.82122732 -3.28855253 -2.39990739 -2.61954186
 -2.72397876 -2.84031961  1.46600356 -3.33873269  1.16587242 -2.39653796
 -2.86032106 -2.85623462  1.29025615 -2.63625793 -2.90836158  1.35913412
 -3.02400531  0.9367527  -3.16036776 -2.70667063 -2.97600534 -2.94486938
 -3.3468352   1.48937083 -2.4777812   1.31720556 -2.45175957 -3.28978095
  1.42317202  0.68882993  0.84949574 -2.9073119   1.54929934  1.19683035
 -2.69920154 -3.01986877 -2.76686642  0.6993725   0.809364    1.53921177
  0.62455316  0.85141679  0.82615322  1.59767984  0.89403319  1.49630111
  1.32701593 -2.54444673  1.41002862 -3.26194499 -2.6015246  -3.21390462
 -2.48934248  1.37320296 -2.40853889 -2.75341946  1.24870735  1.24317817
 -2.50452253 -3.11590652  1.52668067  0.85795565  0.89955479  1.30791544
  1.12546328  1.12975206 -2.93262225  1.47820312 -2.96035829 -2.39744965
  0.86825358 -3.1652869   1.50577918  1.17044967  1.14998397  0.96262489
 -2.7874152  -2.71706837 -3.0710791   1.46531533 -3.376274    1.10303263
 -3.10416917 -3.14645232 -2.67170236  0.93220387  1.09387668  0.89889857
  0.68783353 -2.48214042  0.86260179 -2.9463954   0.98127393  0.7343546
  0.71023492  1.18882681  1.42070587  1.23201643 -2.93721098 -3.09697874
 -2.9082607  -2.48714069  1.55731962 -2.59758359  1.45628749 -3.26810436
 -2.7287143  -3.01855613 -3.15423849 -2.9735166  -2.59029694]",4.530349100657791e-05,10.833269596099854
136,1.6741733217093522*x1/(-0.3306293310434414*x1+1.9913479890911607)+-1.3011450641523385,C*x1/(C*x1+C)+C,"add(-1.000, mul(0.868, mul(0.868, X0)))","add(-1.000, mul(0.868, mul(0.868, X0)))","[-4.76151351 -4.13032201  2.04976682  1.50152452 -4.74854484  1.95553681
  2.18844345  1.62800273 -3.51319322 -4.61995124 -4.50218281  1.57417494
  1.38942304  1.44495987  1.41972073  1.80953737 -3.33424625  2.19381481
  2.31053527  2.66133022 -3.39356712 -3.62148738  2.29003827 -3.44499948
  2.49927124 -3.73652083 -4.0096022  -4.70280222 -3.96477262  2.49223392
 -3.65354089 -3.45254624 -3.78865876  2.16729356 -4.13051197  1.68622227
 -4.33897861 -4.00432086 -4.42866702  1.39511221 -4.34139144 -4.35136394
  1.92667696 -3.3208962   1.92770013  1.92633294 -4.64174052 -4.15114646
  1.87808755  2.49422322]",0.6087288117998836,9.109737634658813
137,0.27161678269473377*cos(0.8118290977905604*cos(1.5170844932918408*x1))+-1.965632084008825,C*cos(C*cos(C*x1))+C,log(0.172),log(0.172),"[-1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383 -1.76216383
 -1.76216383 -1.76216383]",0.00010957923843267451,9.33163833618164
