test_index,true_equation,true_skeleton,predicted_y,rel_err,dsr_time
225,1.3295065393306968*x2**5+-0.22264983559156315*x2**4+1.6504474483280158*x2**3+-1.991788172462774*x2**2+-1.5416651806880606*x2+-1.3522473053309332,C*x2**5+C*x2**4+C*x2**3+C*x2**2+C*x2+C,"[ 328.09415423  687.03078444  430.8282745   600.65727219 -562.22989696
  540.7661622  -452.65945893 -427.75402933  705.2385771  -521.07516716
  443.10942636  548.85268625  376.02969067 -414.18564797 -407.88191079
 -348.86297321 -379.06609219 -545.67739058  668.56917967 -549.83437071
  563.00543896  495.77700193  600.85901079  695.27022022  681.72080961
  351.53359413  367.35232933  697.60115395  309.953503    525.25039365
 -496.97500608  317.049031   -600.36497651 -558.15347994  636.40438248
 -425.0911382   682.76946649  608.14058584  497.45730565 -494.26723345
 -498.55356026  639.09663016  650.21341475 -452.40330107 -521.40942324
 -401.85803467  678.57187182  495.87268628 -576.62384475  319.4813481
  519.44489395 -520.28847428  553.99294471 -427.0801818  -540.74549785
  537.83151306 -401.14373698 -374.52499912 -440.12455072 -475.72833708
 -432.90852638 -520.98369951 -538.78346557 -585.44051012  627.19533229
  565.02163744 -490.98330621 -533.90407534 -395.36914919  495.58223287
 -520.34009897  672.16005716 -347.223076    662.24312405  337.95869505
  650.15879589  541.06966951  585.51089342 -488.77613593 -374.64852086
 -400.99820522 -355.639434    606.74350707 -529.49053585 -583.90125172
  685.07345696  467.21341482 -525.87824364  436.18101259 -403.91358695
 -333.42682961  396.25132174  625.07851404  697.06716301  547.40897625
  452.32874296 -442.60360955  687.00410835 -484.67536278  585.70878412
  367.78719761 -425.63042249 -549.0278508  -402.54144446  693.13968512
 -543.38615093  504.86242705 -518.30484716  450.54886275 -583.45994461
 -590.19981012  616.70044229 -474.77162626 -415.12409877 -415.50779996
 -403.05508641  638.82618031 -448.30422124 -561.24995993 -325.53286906
 -584.92148622 -559.43761985 -531.63546687 -552.49108353  370.24445681
  569.13384711  372.5066534  -372.22309588 -581.98786191 -496.90270549
  366.92311006  647.97989876  661.33401162  527.17955159  578.10083856
  436.44087492  657.14587361  684.73645558 -474.46811795  629.86692396
  486.25232294  649.32641004 -522.50951465  691.77187084  681.42511472
 -571.94480361  653.0577015   622.07706697  633.59821344  640.12857005
 -431.93656552 -458.44492286  465.00792595  386.37588099 -491.7418731
  430.75888998 -436.39053479  370.11429822  666.42939547 -501.99279438
  603.7914611  -437.55679119  641.18825986  640.1735201   664.90411246
  447.96925876 -402.36020379  571.51730921 -523.31144535  495.65412708
 -366.9249329  -448.91920599 -526.62278754 -371.3763929   560.52186876
 -410.49052808  608.27909645  499.98127956  415.98676578 -452.76443278
  416.96326369  561.17851665  568.54522388 -443.33419225]",85.08543042412609,25.242299795150757
226,0.19426247531321073*x1**4+-1.5481365136672998,C*x1**4+C,"[-23.94793911  35.11409823  13.08762217 -28.15763208 -28.82924055
 -27.99884186 -22.03111798  29.87262449  25.48652867  15.77559133
  16.31676615 -21.93158367 -22.29869055 -30.80424799 -16.45035451
  33.6747327   26.7689055   20.71274495 -30.62040281  31.36242522
  35.32074608  17.0760472   17.62282961  31.66683784  30.37740164
 -27.22098917 -35.17197076  20.75329644  25.25691412 -18.33179216
 -33.13773253  31.60870739 -30.77366607  33.26800201 -29.52661594
 -19.25466341  33.29516612 -21.58409324  30.26714089 -38.15274819
  15.37984345  26.84871602  27.75666409  34.37391533  17.94915471
  33.17083676 -26.55848365 -26.11796258  18.57296675 -25.23757008
  26.58340894 -18.80289038 -29.46099641  26.1601691   30.96772789
 -18.90494722 -35.7073692   17.55818197  16.63270341  18.96268267
 -16.03768539  21.82604369 -30.64840864 -32.45716629  18.6607796
  34.0527887   19.80308157 -29.09540665  23.74564638 -22.05844017
 -34.07267526  17.58299147  20.51425467 -16.4333349  -16.854547
 -20.70197756  21.57882928  31.03947764 -30.64272595  28.36473812
  22.02405111 -23.86278623 -32.16085682 -36.67301068 -33.87920225
  28.47026811  19.07461796 -28.64776111  19.02143803 -38.81314249
 -22.08012248 -20.06885719 -16.48405991 -35.82856121 -29.46924108
 -25.55647113  35.17365555 -16.86787024  31.66510532  21.62595485
 -26.60698063 -19.5833626   31.63078082 -26.89901051  19.93387495
 -17.72312013  34.14932164  30.3823594   17.51121227 -26.32166724
 -36.70078081 -17.26069685 -16.42182243  28.00855331 -34.34806981
  22.82209464 -20.8415702  -22.53260928  32.94884458 -27.32388399
  27.96908147 -30.93239995 -37.01241305  32.28495604 -32.82188968
 -29.92684944  35.88476481 -28.24479749  18.76329761  34.02249666
  27.05627944 -18.28692513 -37.25384533  34.47448079 -26.90627749
  32.64981193 -25.47836339  18.21408398  13.9845308   14.63284512
 -37.73538888  15.70282264  34.85547713  21.72509144  22.44161872
 -24.0969614   20.9749161  -30.52637551 -29.39827555  36.34284095
  14.42996795 -20.21345723 -26.1592114   32.33443849  17.04265268
  28.65180719 -25.05110524  20.70746992 -23.57437414  31.32562257
 -23.11764868 -17.50785569  22.5053248   20.34192023 -21.56695683
  23.6593413  -24.20046394 -32.9085629  -19.20451274  12.13395071
 -37.13938272 -29.48212036  24.1295878   16.17413781 -27.64339827
  20.32383709 -25.00720492 -27.84996736 -32.5859886   26.21311556
  24.36623624 -32.97602512 -24.30368915  30.08030566  16.66463929
 -30.28505341 -32.63085331  13.49297098  18.71022647]",1.7776691865741574,8.901967763900757
227,-0.3391722032682569*log(-1.8801348619534224*x2)+1.7844109208229622,C*log(C*x2)+C,"[ 1.86324287  1.67370618  1.65294539  1.66877566  1.14432379  1.18889578
  0.34691343 -2.08075347 -0.75606979  0.52901326  0.02501822  0.33868917
  1.01477769  1.75561931 -0.32122754  0.0845524   1.87142981  0.12002752]",0.25810651878594126,5.537958383560181
228,-1.0355963661310563*x1**4+1.1204256410258777*x1**3+1.1047211627593065*x1**2+1.60329073204406*x1+-0.32202982809599456,C*x1**4+C*x1**3+C*x1**2+C*x1+C,"[108.23872525  72.78251006  12.25104313  64.15046501 -33.32130525
  51.9329883  -50.86007372 -30.0584564  -30.56471055 103.43307228
  63.76607167 -67.11945807  49.78789579 -52.16558888 -41.03916942
 -52.13425577  28.77649571 -65.11462303 -63.3157175   53.48544895
 -28.23991237  57.09502401 -68.55006029 111.99724742  47.08265763
  85.46517553 -28.31426762  62.39276713  87.20884126 -71.7706141
  67.76664681 -79.77409655 -30.3910531   45.38392098  60.32972696
  65.10585672 -81.88165068  97.70143611  60.0114184   81.46613253
 -58.68650555  74.89145118  51.62916699 -29.38952848  35.52382603
 103.47914585 -56.51177504 -51.26027583 -26.91442653  30.2117859
 109.29416983  90.90666102 108.03716114  75.44856293  98.74482805
  11.64600769 -63.18838362 -33.4982298  107.49299362 -59.76852286
 -34.83794569 -27.84389921 -30.04809051 -60.14226798]",15.777896317281366,10.35926866531372
229,0.3269091986275403*x1+1.108937991858808*x2+-0.43958992263851937,C*x1+C*x2+C,"[ 2.12224891 -7.76666389  4.58732842 -7.35572606 -6.36446666 -7.65210849
  1.67222921 -3.09075998  2.16392081  2.3973586  -2.411437    2.06785414
  4.22153636 -3.24870718 -6.27001834  2.27145601 -3.33092736 -6.48190372
 -2.8334422   4.20978365 -3.24196874 -6.44654583 -4.67844501 -5.93944118
  2.34710881 -6.15335009  4.5977465   3.8099014  -5.99959201  2.07742949
  1.09930646  4.71173454  4.61828195 -4.71338415 -3.42159981  4.13838333
 -4.09625368 -3.33035916  2.44244822  1.6548197   2.63392753  1.86500304
 -2.82286348 -6.66658501  4.24236007  4.10372145 -5.27354723  4.09920818
 -8.21887528  2.57089234 -7.58577375  4.68639532 -2.48925805  1.97574683
 -6.06597151 -7.83090867 -2.59490229  1.97914617 -7.57641577  4.60409384
  2.21481257 -4.4735455  -7.78942765 -5.88487256 -4.0122311  -3.91021316
 -5.81499049 -6.54754379 -2.72257655  1.76701612 -7.88394211 -7.86414475
  4.70621054  2.41933586  2.60440225 -6.31278832  2.41012354 -6.33758935
  3.9247643  -3.06677722  4.35338482 -7.16716273 -5.28156372 -3.0481858
  2.40112232  1.68133923  4.42296537  2.07430619 -4.2867892   4.25869224
 -3.9115445  -2.81834647  2.23717518 -4.71773763  4.41618321  4.31365893
  2.37344303  4.4573008  -4.68403132 -2.72470838  2.02119451 -3.69049935
  4.82222574  2.35480078  2.22483716  4.26615259  4.41701079 -8.25256361
  4.19970548 -5.98979047 -4.00534808]",0.011857963725523753,1.8887932300567627
230,-1.009981613506402,C,"[-0.99710779 -0.86967398 -0.93255673 -0.97944596 -0.94529183 -1.00136892
 -0.99921191 -1.00831071 -0.99630275 -0.99545507 -0.98625715 -0.99939211
 -0.99681962 -0.98911553 -0.86683193 -1.00290719 -1.00574227 -1.00121319
 -0.99089512 -0.92629416 -0.97564784 -0.99624169 -1.00094091 -0.98090059
 -0.95500421 -0.88302994 -1.01737421 -1.00111228 -0.9988405  -1.00366048
 -1.00969945 -1.00023207 -0.92533096 -1.00040251 -0.98697498 -0.9064457
 -1.00527698 -1.00532138 -0.96041535 -0.92547579 -1.00202748 -1.00092539
 -0.85763633 -0.99532484 -0.9998026  -1.001871   -0.99557617 -0.99953479
 -1.00150388 -1.00142436 -0.99496978 -0.99503878 -0.94735924 -0.99730809
 -1.00137407 -0.97854388 -1.0037846  -0.99780183 -0.97863354 -0.89697771
 -0.99858135 -0.97153623 -0.99907097 -1.01317464 -0.99112715 -0.9985235
 -0.99735619 -0.96446588 -0.90198403 -0.99975111 -1.00243138 -0.87128863
 -0.99634162 -0.99850257 -0.99562879 -0.97992754 -0.98944378 -0.93407888
 -0.99507152 -0.99983474 -1.00203879 -0.97335842 -1.00420358 -0.99420027
 -0.98881313 -0.88311533 -0.93510177 -0.86938239 -0.99794239 -0.9886269
 -0.98187406 -0.9204215  -0.85905881 -1.0008929  -0.99751957 -0.98070841
 -0.99651481 -0.91994071 -0.99889485 -1.00125694 -0.99589648 -0.94285277
 -1.00170337 -0.8869371  -1.00763698 -0.99669135 -0.88439494 -0.99740013
 -0.99448842 -0.88768609 -0.96757769 -1.00013417 -0.98312358 -1.00439184
 -1.00036612 -0.99890594 -0.99732173 -0.9984914  -0.86826172 -0.99759891
 -0.97391712 -0.9653325  -0.99796987 -1.00304782 -1.00038497 -0.98269491
 -0.99315104 -0.99168764 -0.98597204 -1.00187661 -0.99826533 -1.00274276
 -1.00202206 -0.98537354 -0.89412297 -0.99130582 -0.87171115 -0.99988583
 -1.00288934 -0.99887901 -1.00102816 -0.97245797 -1.00254488 -0.99910668
 -0.99870235 -0.98151966 -0.98800702 -0.97234171 -0.99909612 -0.99982451
 -0.86953334 -0.99073966 -0.99842773 -0.8645878  -1.00131432 -1.00220378
 -0.91534521 -0.88954001 -0.99720372]",0.0002308517558554579,3.3237016201019287
231,-0.463203996696395*sin(0.511234044425863*x1)+-2.019923030873285,C*sin(C*x1)+C,"[-1.23093015 -3.11493825 -1.43359396 -1.28572005 -1.47097178 -2.62720033
 -1.38862695 -1.37655224 -2.64214572 -1.23897994 -2.79507144 -2.61015518
 -2.83753578 -1.20567828 -2.63127793 -1.60675893 -2.71920992 -2.6862398
 -2.68306064 -1.38402034 -2.67035425 -2.71326243 -1.50327664 -1.48087994
 -1.35632761 -2.76622978 -2.6669103  -2.69430696 -1.35462628 -1.59194333
 -2.76050968 -1.40197043 -2.58643422 -1.27909733 -1.30562162 -1.36155373
 -1.38555446 -2.68530823 -2.64683202 -1.492872   -3.08053359 -2.75982411
 -2.73715085 -1.4998771  -2.77278801 -1.47833598 -1.26243133 -1.21971722
 -2.67547719 -1.43054208 -1.2884591  -2.65552492 -2.65400041 -1.28577454
 -1.27508416 -1.2974832  -1.41175843 -1.45217443 -1.40453667 -2.89152529
 -2.78227145 -1.32366343 -1.39016333 -2.70797979 -1.5053256 ]",0.005932226986780902,4.361326456069946
232,-1.4513861404076716*x2**3+1.8489480152602944*x2**2+0.8343307230253538*x2+1.283390169521879,C*x2**3+C*x2**2+C*x2+C,"[-19.4405486  -19.4405486   31.1715954   23.84112758  23.02362542
  40.2661663   28.38313151 -19.4405486  -19.4405486  -19.4405486
 -19.4405486  -19.4405486  -19.4405486   19.03504304  39.49408104
  21.93229138  36.76095464  22.6137785  -19.4405486   33.77958578
  39.54495176 -19.4405486   29.85917861 -19.4405486   28.58939649
 -19.4405486  -19.4405486  -19.4405486   19.60513058  23.47419244
  19.99173373  26.16391446  33.29388769  32.12627805  23.64219889
  39.86827704  20.72987716  29.08393338 -19.4405486  -19.4405486
  20.03596983 -19.4405486   22.61144359  24.55357967  20.86815532
  25.15107714 -19.4405486   37.19798686 -19.4405486   38.20412534
 -19.4405486   29.23683498 -19.4405486   27.78703763 -19.4405486
  36.59550854 -19.4405486   23.38423727 -19.4405486  -19.4405486
 -19.4405486  -19.4405486   32.52077162 -19.4405486  -19.4405486
  25.39596914 -19.4405486  -19.4405486  -19.4405486   21.28686295
  25.46090788  28.03186364  32.44797798  31.29352002  21.46780862
  18.68844675 -19.4405486   31.81813613  35.22936499 -19.4405486
  18.98546227 -19.4405486   34.90747988  38.66430347]",3.153066267039953,9.159547328948975
233,0.05976571616812976*x1+0.8438958970803254*log(-1.2921220540895364*x2+0.852821160255754)+-1.1634878285700592,C*x1+C*log(C*x2+C)+C,"[ 0.07968873  0.52554184  0.98092217  0.83725503  0.39391864  0.50975763
  0.57739207  0.81714183  0.46849739 -0.17899724  0.85229857  0.39956438
  0.32871635  0.10671293  0.8693632   0.36165997 -0.07420115  0.42572528
  0.50809291  0.73523439  1.15968485  0.32890938  0.42610507  0.61744088
  0.14507865  0.72463499  0.44741461  0.81292855 -0.04167243  0.1271768
  0.86584477  0.1358008   0.35511045  0.13016539  0.62602477  0.94754008
  0.5849836   0.71313065  0.48945298  0.0207976   0.60911978  0.27293633
  0.44786838  0.29328962  0.99383923  0.9608107   0.61524781]",0.05090963257569212,5.614841938018799
234,-1.9291992050414164*x1+0.3005249471572111,C*x1+C,"[-6.49311445 -7.2478805  -7.32957982  9.52031688  9.4142036  -8.92331894
 -8.36910059 -8.119706    8.88809191 -6.7263725   9.17612736 -8.58734097
  7.11352343  8.04959992 -8.26306664 -8.48166069 -5.64617724 -7.83925516
  8.22999947  6.61667429 -7.08329973  9.45320226 -7.02258537  7.99792916
  6.43289575  8.17924352  8.79865081  7.77532465 -8.44002699  7.66530923
 -5.63910649  7.54449054  8.21771297  9.32357828  6.43324984 -8.46098537
  7.54997439 -5.58641284  6.07446721  6.20922549 -5.97335275 -6.17007569
  9.28476827 -5.55671695 -5.61743422  7.59465478 -7.06256049 -8.79521568
  6.44958116 -7.47653959 -6.01932599  8.78276601 -8.44159819 -6.87100699
  8.62456163  9.22793945 -6.15372016  8.51935865 -5.85931932 -6.35260399
  9.32063665 -8.39255191 -7.87242272  6.59405312  8.18606698 -6.42782485
 -8.56927526  6.52951196  9.33562566  8.01036428  7.12074688 -7.30197971
 -8.7892599   6.58022759 -5.77723677 -5.46729806 -6.92818774]",0.0006896330493675823,3.847824811935425
235,-0.8194426728099926*exp(-1.370770221674153*sin(1.60178542038522*x1+-0.759884572242356))+1.0138405380864688,C*exp(C*sin(C*x1+C))+C,"[10.63809331 11.01584484  8.48131176 12.06112535  2.60638821 11.1711603
  7.60843216  3.4525477   2.75695605 10.47893995  6.61412088  2.14733308
  3.13997722  6.38382986  7.53129525  6.4814984   5.04997817  9.42083301
  1.70915838 -0.84868556  0.3092162   5.3247199   7.46805123  4.14079087
  7.75705557  8.77757591]",9.124071664086465,8.418631792068481
236,0.20316113566837224*x1**2+1.7598633197289155,C*x1**2+C,"[4.76824173 4.59156763 3.733414   0.06435941 4.70561694 4.93699692
 4.16515987 3.89357107 4.51569264 5.4305015  4.70781656 5.07554808
 0.06435941 0.06435941 3.95252275 5.07767115 0.06435941 0.06435941
 4.74196217 0.06435941 0.06435941 0.06435941 3.79195508 0.06435941
 4.66976636 5.27198397 3.7995358  0.06435941 0.06435941 0.06435941
 0.06435941 3.71498757 4.86689685 0.06435941 0.06435941 0.06435941
 5.40693042 3.71578201 3.9030905  0.06435941 0.06435941 4.56383267
 0.06435941 3.58927568 3.59114083 4.93777147 0.06435941 4.4564735
 3.86309519 5.1522206  0.06435941 3.85478311 0.06435941 0.06435941
 3.73491383 4.08715042 4.95727793 0.06435941 0.06435941 0.06435941
 4.79223374 4.51135109 5.00854784 0.06435941 5.21236227 0.06435941
 0.06435941 0.06435941 4.98235336 4.56861217 0.06435941 3.64001849
 4.44646495 0.06435941 4.98284538 3.66302032 5.49482255 5.27252571
 0.06435941 5.13564891 4.72714134 3.99112432 5.3533954  0.06435941
 0.06435941 3.86218217 4.08173537 3.98038856 3.97170684 0.06435941
 0.06435941 0.06435941 4.17030738 0.06435941 4.89792318 0.06435941
 0.06435941 0.06435941 0.06435941 4.22658332 0.06435941 0.06435941
 0.06435941 3.65411486 0.06435941 5.46481964 3.90669237 5.2632534
 0.06435941 4.71588373 5.02507061 5.36669665 4.10526678 3.74503116
 3.72719831 0.06435941 4.27978878 0.06435941 3.79268029 0.06435941
 0.06435941 0.06435941 4.94169623 0.06435941 0.06435941 0.06435941
 0.06435941 4.49348707 0.06435941 0.06435941 4.13168273 0.06435941
 0.06435941 0.06435941 0.06435941 0.06435941 4.79765918 4.96714993
 0.06435941 0.06435941 0.06435941 5.31139188 0.06435941 3.7268338
 0.06435941 4.0623962  0.06435941 4.91191471 3.58137073 4.96668143
 0.06435941 0.06435941 4.69812424 5.31240418 3.62161294 3.89461318
 3.93470548 4.23534587 3.71201138 5.05909336 3.77698279 3.8271721
 0.06435941 0.06435941 4.67051362 0.06435941 0.06435941 4.42628117
 0.06435941 0.06435941 5.50549562 4.91694939 5.44305791 4.69967166
 0.06435941 0.06435941 0.06435941 0.06435941 0.06435941 3.67907983
 4.76160715 4.14735198 0.06435941 4.17788398 4.02043223 4.84993974
 5.37473116 5.11440151 0.06435941 0.06435941 3.69484947 0.06435941
 0.06435941 0.06435941 5.44937174 0.06435941 0.06435941 4.28463116]",0.03546019604384665,5.7199623584747314
237,-1.5136852389457993*exp(-1.7801631999687166*cos(-0.8252963992016629*x2+-2.076527935892073))+-1.1899337356123938,C*exp(C*cos(C*x2+C))+C,"[-2.24022737 -1.13342427 -1.04276676 -0.92104578 -2.93178213 -2.28161232
 -0.86682178 -3.59482003 -1.27248459 -1.57411582 -1.55966381 -3.53703692
 -1.09854925 -1.13018561 -1.23682257 -1.74496113 -1.0621179  -2.21687421
 -1.92744115 -0.41494327 -1.1428785  -2.63972654 -0.74240607 -1.01366122
 -1.97047074 -0.83665575 -1.59298094 -2.7403634  -1.02701448 -2.11535175
 -3.26047087 -2.59276755 -1.01041754 -1.28687936 -2.5111819  -0.49853432
 -0.60591317 -0.48524845 -0.74018433 -1.08937851 -1.06604728 -0.92096143
 -3.08972294 -1.26747305 -0.52517034 -0.51720887 -0.88454172 -2.38807492
 -3.05506056 -3.37547334 -2.41281268 -1.18746848 -1.16895198 -1.45855433
 -0.93277554 -0.91361428 -2.72233824 -0.6032228  -1.27489505 -1.3134729
 -1.5458321  -0.47648628 -0.78442915 -0.39883921 -2.34113358 -2.66521204
 -1.12231044 -1.02525493 -1.95286103 -1.23130455 -2.8361026  -2.63873155
 -1.65663949 -0.85506169 -0.44727113 -0.87751201 -1.71769685 -0.69310857
 -3.74324258 -2.85849314 -0.74264713 -1.06769109 -2.44079266 -0.66948341
 -1.45688878 -0.93853676 -1.15155674 -2.76409124 -0.82288376 -0.7447951
 -2.92286783 -1.04265014 -0.56779032 -0.99626741 -2.76001672 -2.65946396
 -2.26047308 -3.43079114]",0.07434988930067167,5.105917453765869
238,-0.588703883282089*abs(0.046056734441162206*cos(0.7755103049933965*x2))**2+-1.4389552742691922,C*abs(C*cos(C*x2))**2+C,"[-1.43271351 -1.91484933 -1.67966865 -1.79814879 -1.63058277 -1.40176812
 -1.43164152 -1.40308865 -1.44263298 -1.34970546 -1.32945468 -1.43144854
 -1.82119865 -1.38508252 -1.43235579 -1.73423993 -1.33539245 -1.46703284
 -1.46164604 -1.91317224 -1.88983895 -1.30692013 -1.43468793 -1.73704623
 -1.980671   -1.92217036 -1.35984518 -1.43081013 -1.39672809 -1.43293093
 -1.31558289 -1.39432112 -1.44140896 -1.43213506 -1.43169765 -1.42072651
 -1.33779211 -1.38773218 -1.42984024 -1.43078458 -1.43113216 -1.37837998
 -1.43091699 -1.37061766 -1.3632419  -1.38430986]",0.004079727073343357,1.696669340133667
239,-0.7413910488964697*x1**2+0.5673230295738825*x2+-1.9978582197413173,C*x1**2+C*x2+C,"[-11.10062882 -10.65777815 -10.59219234  11.50840003  15.42839897
  13.71371335 -15.30948992 -11.90171921 -11.44273289   8.07978206
   7.44856691 -11.71330383   1.72558614 -10.81482501   7.89581556
   6.94951444  14.84352781  -8.05173823   2.83318286  -8.47601669
   6.63933075  15.2032325   14.25692988  13.69769159   2.86233015
  15.79210714  -6.64794151   4.62259883   8.20053494   9.5856382
  -7.75183023  14.50978603  -5.1871834  -12.68864483   6.26919356
  13.90570631 -12.30577696 -11.95934708 -16.6695239   14.78186291
  11.2466275    2.86565803   9.70582854  13.547061    -8.79768531
   6.04170062 -11.16303193  15.08693706   7.0334964   11.06888386
 -10.67506476 -10.17064218 -11.55759267  11.63830054 -15.94646789
   7.65144657 -15.24635898  11.71108296   8.40251964  -5.83917676
  -5.89722675 -11.45557948 -11.427679     5.89565759 -14.39375733
  -5.92608675  14.80889361  -7.74751453   6.41878488  13.26793194
   4.36107567   3.14472387   9.50659346  14.73866246  -7.35287391
 -11.88311834 -10.8306433    7.55720989 -13.0195655   -6.24254213
   5.2334103    5.20534377  -7.11291091  13.42699777   1.8077176
   6.65093798  13.20327176   8.43770301  -5.74991704   8.71930003
 -12.02499209   3.59467956   5.1486474  -10.90915033   5.49499694]",0.05655936391747719,15.12865686416626
240,1.544077161903092*cos(-1.6114286867418302*x1*x2+1.2989362140920098*x1*-1.553992535755535*sin(-0.29909075339528024*x1))+-1.7788569213226908,C*cos(C*x1*x2+C*x1*C*sin(C*x1))+C,"[ -4.17770197  -4.58513564   0.97774429  -1.85208684  -1.38504959
  -7.68575413  -3.20266548  -3.59174696  -1.93015927  -6.33319296
  -5.08781683  -5.30277268  -3.56095382  -3.38314001  -7.84348837
  -8.96026318   2.42218712  -4.35648398   0.77563989  -7.25718825
  -3.76183935   2.32066365  -7.48083699  -2.54379082  -8.29756483
  -5.30697373  -4.21708702  -5.72906565  -3.63113422  -4.46090856
  -5.983779    -4.02859368   1.323012    -7.05444226  -8.83642695
  -0.54207405  -2.42668443  -3.94170511  -6.08814159  -6.78579848
  -0.69059299  -1.52812141   2.48427297  -5.85444879  -4.93868311
  -9.65392955  -1.2172307   -1.72972639  -2.31435251   1.80023609
   1.20068128  -1.55104125  -0.51409181  -4.35508652  -5.71334696
  -2.46681712  -6.14808648  -8.09313745  -4.45518437   0.4501334
  -6.34226925 -10.65710575  -2.12967959   2.31817922  -1.96828677
   3.1379588    2.40784694  -1.79849968  -4.77883742  -3.96092668
  -6.9400542   -6.03708095  -5.66177567  -0.19132954  -1.52670046
  -1.39406086  -6.18488297   3.32236351   1.3533283   -6.60993014
  -6.86732887  -2.62394373  -6.39815973  -4.04304334  -5.06736546
  -4.27445971   1.1010598   -4.27840307   1.19467714  -0.50995074
  -5.72033216  -5.55131915   1.01518654  -5.11080518  -6.0667846
  -0.73799709  -5.32419062  -2.37420588  -1.13233034  -4.89775129
  -4.99695081  -7.41879977   2.53465283  -7.22285786  -3.39125481
  -5.61499398   2.60144465  -4.16200224  -4.64676089   3.0101466
  -0.67419028  -4.85467066  -4.994813   -11.33007091  -4.06551078
  -2.34003966  -7.99882118   1.90717836  -6.44342995   1.55320507
   1.94167054  -1.5649107  -10.34361032  -2.03410373  -3.88951846
  -6.32968507   1.95802742  -5.76096396  -1.51489208  -7.19492475
   0.55856357  -6.81902264  -2.44510097  -3.60050785   0.87970888
  -5.74482612  -1.42793207  -5.65509114  -5.8978105    2.96624842
  -4.32270351  -5.81598976  -0.12192411  -2.13824928  -4.62880433
  -5.30226498  -5.01243446  -4.55609963  -7.77739119  -5.05001064
  -5.56513083  -3.93509599   0.8945348   -5.34948369  -4.64212027
  -5.13862682  -6.20761091   0.12270314  -5.73657306   2.14517098
  -1.15405876  -5.87640469  -4.65666833  -0.19373637   2.34877624
  -0.52925824  -0.01653718  -6.35792744  -5.85712181  -5.4210102
  -5.16628155  -5.32050463  -3.50635027   1.20588617  -2.49264387
  -5.46125211   1.78085614  -6.46882228  -3.20180944  -5.40760698
   2.10127742  -1.49675096  -4.91981426  -6.64901445  -6.06970465
   0.45607532  -0.84788785  -4.32314101  -4.32638488   1.13064841]",0.4852788669914643,15.888548374176025
241,-1.0213998877558337*x1+1.7302384675074642,C*x1+C,"[ 6.58999836  6.04284417 -1.11287194  5.01211159 -1.09232902 -1.18888524
  6.48230631 -1.05722277  4.90287967  6.81283532  6.4294896  -1.15565964
 -1.0974417   6.09919775  6.07924219 -1.17479226 -1.23639687  5.86889282
  5.75078174  6.57819312 -1.0844469  -1.09092203 -1.07220142 -1.18641826
  6.84485669  4.93828743  6.78849963  5.65986029 -1.19225735  5.40689939
  6.80011422  4.93549565  6.18873416  5.65815419 -1.15760814 -1.16708421
  6.80700948  5.2263744  -1.19413471 -1.22788612  6.05148804  5.11970887
 -1.06922366  5.62829987 -1.12882344  5.79019145  5.78419991  5.4741507
  5.16193608  5.75373023  5.85850765  6.52041771  6.04463819  6.80348709
 -1.14188775 -1.20927866 -1.22554247  5.37890549  5.27182115 -1.08413596
  5.42081069 -1.2118606  -1.14549349 -1.18897519  6.70897299 -1.20762293
 -1.19981067 -1.08790868  5.41630348 -1.19265995 -1.21202098 -1.1975543
 -1.11624911 -1.13636168  5.84983658 -1.12715973 -1.18859316 -1.17472572
 -1.23382336  5.39276326  5.96321628  6.46326293  5.55962457  5.38300781
 -1.05843274 -1.18768044  6.82965171 -1.16151047  6.18870956 -1.17414181
  6.60002788  5.86664949 -1.16866998  6.0480896   5.77604084  5.78041106
  5.82474194  6.56017778  5.18012491  5.14328873 -1.17267414 -1.1344665
  5.94055774  5.49355078 -1.12335511  5.01319859  6.11892898  5.2345845
  5.36143864]",0.01324440313597728,3.2786142826080322
242,-2.062108288698014*exp(-0.951158297870486*sin(-0.8889835547120477*log(-1.2124804856459392*x2)+1.4188708581731406))+-1.0018490996208922,C*exp(C*sin(C*log(C*x2)+C))+C,"[-3.32883417 -3.15579571 -3.17567747 -3.15053055 -3.3079229  -2.93379414
 -2.69102473 -2.92172736 -2.70888081 -2.69802508 -3.10195777 -3.57239978
 -2.83918084 -3.10797612 -3.31885513 -3.35821599 -3.08442858 -3.40789453
 -2.76351622 -3.11967602 -3.36358681 -2.8980924  -3.4326854  -3.04745697
 -3.25887232 -3.17532398 -3.39470228 -2.68079598 -2.61255035 -2.96257451
 -3.23530958 -3.29900975 -3.27292383 -3.26227692 -3.10307627 -2.66907551
 -3.35743884 -3.52720794 -2.69296231 -2.82082329 -3.08964098 -3.00069977]",0.00022685105154377728,4.706421613693237
